Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1796843379,nfl,9/22/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,141.42,,28,100,Tournament,5,9,https://www.fanduel.com/entry/CHVWIFIXG
S1796843295,nfl,9/22/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,141.42,,29,100,Tournament,5,9,https://www.fanduel.com/entry/CYYTXZMDO
S1796843218,nfl,9/22/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,141.42,,32,100,Tournament,5,9,https://www.fanduel.com/entry/EGCUDILCU
S1796841881,nfl,9/22/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,152.44,,1305,9920,Tournament,3,6,https://www.fanduel.com/entry/ABAMOXLHK
S1796841886,nfl,9/22/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,171.42,,315,9920,Tournament,3,10,https://www.fanduel.com/entry/AXMLAVFXS
S1796841888,nfl,9/22/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,190.44,,61,9920,Tournament,3,25,https://www.fanduel.com/entry/AWKQBMICA
S1796841717,nfl,9/22/19,$30K Sun NFL Safety (Single Entry),$60k,84.02,,17419,17857,Tournament,2,0,https://www.fanduel.com/entry/ECXJBOSZS
S1796841599,nfl,9/22/19,$100K Sun NFL Spike (Single Entry),$60k,141.42,,5732,23809,Tournament,5,0,https://www.fanduel.com/entry/BLXVEUWSY
S1796841416,nfl,9/22/19,$40K Sun NFL Squib (Single Entry),$60k,174.82,,1007,47619,Tournament,1,4,https://www.fanduel.com/entry/ATFFDTAME
S1796395487,mlb,9/16/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,140.8,,65,100,Tournament,5,0,https://www.fanduel.com/entry/AFHSJRZPB
S1796395478,mlb,9/16/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,140.8,,60,100,Tournament,5,0,https://www.fanduel.com/entry/AFVPWFSOH
S1796395470,mlb,9/16/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,140.8,,57,100,Tournament,5,0,https://www.fanduel.com/entry/DVKSDWQZZ
S1795893307,nfl,9/16/19,$10K Mon NFL Snap,$60k,120.56,,932,5952,Tournament,2,4,https://www.fanduel.com/entry/ATTCBIYZR
S1795890182,nfl,9/15/19,$1K Sun NFL Small Squib (Single Entry),$60k,111.1,,432,1190,Tournament,1,0,https://www.fanduel.com/entry/BCHNTJLRN
S1795784217,mlb,9/16/19,$2K Mon MLB Stolen Base (Single Entry),$35k,140.8,,370,1190,Tournament,2,0,https://www.fanduel.com/entry/FESIPQUUM
S1795784144,mlb,9/16/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,89.4,,1053,1190,Tournament,1,0,https://www.fanduel.com/entry/BKWAKQFAA
S1795784147,mlb,9/16/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,88.9,,1061,1190,Tournament,1,0,https://www.fanduel.com/entry/BQFBHBIHG
S1795784151,mlb,9/16/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,58.7,,1184,1190,Tournament,1,0,https://www.fanduel.com/entry/BPRDUJWJK
S1795783935,mlb,9/16/19,$3K Mon MLB Bunt (Single Entry),$35k,126.5,,1661,3571,Tournament,1,0,https://www.fanduel.com/entry/DKETFCFBG
S1794597324,mlb,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,184.3,,11,100,Tournament,5,9,https://www.fanduel.com/entry/BMLTAQZHM
S1794597087,mlb,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,184.3,,11,100,Tournament,5,9,https://www.fanduel.com/entry/ESYMATKFE
S1794596754,mlb,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,184.3,,9,100,Tournament,5,9,https://www.fanduel.com/entry/ERWRBVRFI
S1794594745,nfl,9/15/19,$55K Sun NFL Snap,$60k,129.78,,9500,32738,Tournament,2,0,https://www.fanduel.com/entry/CTBVVEYQW
S1794594683,nfl,9/15/19,$55K Sun NFL Snap,$60k,137.12,,6439,32738,Tournament,2,4,https://www.fanduel.com/entry/DOZWUPAHY
S1794547937,nfl,9/15/19,$35K Sun NFL Spike (Single Entry),$60k,123.1,,3425,8333,Tournament,5,0,https://www.fanduel.com/entry/FBMXMICHJ
S1794269816,nfl,9/15/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,152.78,,7,100,Tournament,10,18,https://www.fanduel.com/entry/AKQTSEILF
S1793696094,mlb,9/15/19,$500 MLB Stolen Base (Single Entry),$35k,184.3,,13,297,Tournament,2,8,https://www.fanduel.com/entry/DSFHIHHRG
S1793695910,mlb,9/15/19,$350 Sun MLB Sac Fly (3 Entries Max),$35k,158.5,,29,416,Tournament,1,3,https://www.fanduel.com/entry/BDXGXLQUE
S1793695911,mlb,9/15/19,$350 Sun MLB Sac Fly (3 Entries Max),$35k,126.7,,127,416,Tournament,1,0,https://www.fanduel.com/entry/BDJJKUEWI
S1793695912,mlb,9/15/19,$350 Sun MLB Sac Fly (3 Entries Max),$35k,101.5,,255,416,Tournament,1,0,https://www.fanduel.com/entry/BCVLYCSYM
S1793695513,mlb,9/15/19,$1K Sun MLB Bunt (Single Entry),$35k,148.7,,140,1190,Tournament,1,2.5,https://www.fanduel.com/entry/AWYNOHNAI
S1793556059,mlb,9/14/19,50/50 Contest ($10 - Top 50% Win) (Main),$35k,179.8,,19,100,Tournament,10,18,https://www.fanduel.com/entry/CSNYDBUUG
S1793555961,mlb,9/14/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,179.8,,15,100,Tournament,5,9,https://www.fanduel.com/entry/EJWCPLYBU
S1793121108,nfl,9/15/19,$4_000 Pro Monthly FDP Loyalty Free Play,$60k,103.16,,4187,6072,Tournament,0,0,https://www.fanduel.com/entry/APZTXKADP
S1792840435,mlb,9/14/19,$1K Sat MLB Sac Fly (3 Entries Max),$35k,114.1,,655,1190,Tournament,1,0,https://www.fanduel.com/entry/APLWZMPSZ
S1792840436,mlb,9/14/19,$1K Sat MLB Sac Fly (3 Entries Max),$35k,110.8,,699,1190,Tournament,1,0,https://www.fanduel.com/entry/AKQTPLMMJ
S1792840438,mlb,9/14/19,$1K Sat MLB Sac Fly (3 Entries Max),$35k,200.6,,19,1190,Tournament,1,6,https://www.fanduel.com/entry/AKCWCUAON
S1792840424,mlb,9/14/19,$2500 Sat MLB Stolen Base (Single Entry),$35k,179.8,,68,1488,Tournament,2,6,https://www.fanduel.com/entry/BISKNUVSB
S1792840409,mlb,9/14/19,$3K Sat MLB Bunt (Single Entry),$35k,141.3,,779,3571,Tournament,1,2,https://www.fanduel.com/entry/BPDGJWISF
S1792837283,nfl,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,152.78,,9,100,Tournament,5,9,https://www.fanduel.com/entry/FGIBERMMJ
S1792837259,nfl,9/15/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,152.78,,10,100,Tournament,10,18,https://www.fanduel.com/entry/EUAGZYPCZ
S1792837238,nfl,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,152.78,,9,100,Tournament,5,9,https://www.fanduel.com/entry/AOKCCAEFH
S1792837212,nfl,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,152.78,,3,100,Tournament,5,9,https://www.fanduel.com/entry/EKKAFOWSN
S1792837184,nfl,9/15/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,152.78,,6,100,Tournament,5,9,https://www.fanduel.com/entry/AMUJPWBND
S1792837163,nfl,9/15/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,152.78,,11,100,Tournament,10,18,https://www.fanduel.com/entry/DYCFZZPRL
S1792837152,nfl,9/15/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,152.78,,7,100,Tournament,10,18,https://www.fanduel.com/entry/DVYQBHUAB
S1792555562,cfb,9/14/19,$1500 Sat CFB Helmet Sticker (Single Entry),$60k,143.22,,115,1785,Tournament,1,3,https://www.fanduel.com/entry/DYQCIGOSK
S1792554244,cfb,9/14/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,91.5,,96,100,Tournament,5,0,https://www.fanduel.com/entry/CXWXZRTMK
S1792554191,cfb,9/14/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,91.5,,97,100,Tournament,5,0,https://www.fanduel.com/entry/FGVXOCHCG
S1792554140,cfb,9/14/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,91.5,,95,100,Tournament,5,0,https://www.fanduel.com/entry/BKVZKRHNQ
S1792553961,cfb,9/14/19,$12K Sat CFB Fight Song ($1_200 to 1st),$60k,89.48,,4345,4761,Tournament,3,0,https://www.fanduel.com/entry/BXDTQCVQC
S1792553963,cfb,9/14/19,$12K Sat CFB Fight Song ($1_200 to 1st),$60k,91.5,,4278,4761,Tournament,3,0,https://www.fanduel.com/entry/BWPWDLJSG
S1792553864,cfb,9/14/19,$3K Sat CFB Five Star (Single Entry),$60k,91.5,,656,714,Tournament,5,0,https://www.fanduel.com/entry/AHLHUPWHA
S1792553760,cfb,9/14/19,$2500 Sat CFB Helmet Sticker (Single Entry),$60k,98.92,,2417,2976,Tournament,1,0,https://www.fanduel.com/entry/DYCFBLZPU
S1792552925,cfb,9/14/19,$4K Sat CFB Fight Song,$60k,104.88,,693,1587,Tournament,3,0,https://www.fanduel.com/entry/AINCUNRXE
S1792552921,cfb,9/14/19,$4K Sat CFB Fight Song,$60k,118,,422,1587,Tournament,3,0,https://www.fanduel.com/entry/AETUJVMMG
S1792552765,cfb,9/14/19,$4K Sat CFB Fight Song,$60k,97.72,,864,1587,Tournament,3,0,https://www.fanduel.com/entry/ERISPUFOW
S1792264431,mlb,9/13/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,89.3,,97,100,Tournament,5,0,https://www.fanduel.com/entry/EWRUBDDHY
S1792264373,mlb,9/13/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,89.3,,99,100,Tournament,5,0,https://www.fanduel.com/entry/ERWQRNEXE
S1792264331,mlb,9/13/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,89.3,,99,100,Tournament,5,0,https://www.fanduel.com/entry/ERITESAAS
S1792264165,mlb,9/13/19,$3K Fri MLB Stolen Base (Single Entry),$35k,89.3,,1608,1785,Tournament,2,0,https://www.fanduel.com/entry/BJUFFGRHI
S1792264081,mlb,9/13/19,$2K Fri MLB Sac Fly (3 Entries Max),$35k,144.1,,1159,2380,Tournament,1,0,https://www.fanduel.com/entry/EJIEWTWFQ
S1792264086,mlb,9/13/19,$2K Fri MLB Sac Fly (3 Entries Max),$35k,104,,1905,2380,Tournament,1,0,https://www.fanduel.com/entry/EIUHKCKHU
S1792264092,mlb,9/13/19,$2K Fri MLB Sac Fly (3 Entries Max),$35k,101.8,,1938,2380,Tournament,1,0,https://www.fanduel.com/entry/EIGJXKYJY
S1792263908,mlb,9/13/19,$4K Fri MLB Bunt (Single Entry),$35k,84.8,,4246,4761,Tournament,1,0,https://www.fanduel.com/entry/CLBHBNBBM
S1792261578,nfl,9/15/19,$30K Sun NFL Three And Out (3 Entries Max),$60k,125.42,,3204,11904,Tournament,3,0,https://www.fanduel.com/entry/DXOIASAGW
S1792261581,nfl,9/15/19,$30K Sun NFL Three And Out (3 Entries Max),$60k,102.46,,8339,11904,Tournament,3,0,https://www.fanduel.com/entry/DXAKOAOJA
S1792261576,nfl,9/15/19,$30K Sun NFL Three And Out (3 Entries Max),$60k,92.5,,10182,11904,Tournament,3,0,https://www.fanduel.com/entry/DYCFNJMES
S1792261451,nfl,9/15/19,$111K Sun NFL Spike (Single Entry),$60k,152.78,,1014,26428,Tournament,5,20,https://www.fanduel.com/entry/CMQZKJJZM
S1792261368,nfl,9/15/19,$50K Sun NFL Safety (Single Entry),$60k,165.92,,232,29761,Tournament,2,10,https://www.fanduel.com/entry/BTYJIWIWW
S1792261274,nfl,9/15/19,$50K Sun NFL Squib (Single Entry),$60k,157.5,,1513,59523,Tournament,1,4,https://www.fanduel.com/entry/CYKWDWCXE
S1792260821,nfl,9/15/19,Knots rides CMC to victory!,$60k,152.78,,2,15,Tournament,10,39,https://www.fanduel.com/entry/BXDUHMAEK
S1782879803,nfl,9/8/19,Welcome back!!!,$60k,148.66,,4,15,Tournament,10,0,https://www.fanduel.com/entry/ETMJMDHHH
S1782864179,mlb,9/4/19,$2500 Wed MLB Sac Fly (3 Entries Max),$35k,92.9,,2488,2976,Tournament,1,0,https://www.fanduel.com/entry/BIEMAEJLQ
S1782864182,mlb,9/4/19,$2500 Wed MLB Sac Fly (3 Entries Max),$35k,110.4,,1998,2976,Tournament,1,0,https://www.fanduel.com/entry/BGOTODZSC
S1782864184,mlb,9/4/19,$2500 Wed MLB Sac Fly (3 Entries Max),$35k,165,,384,2976,Tournament,1,2.5,https://www.fanduel.com/entry/BBTQECWLM
S1782864137,mlb,9/4/19,$4K Wed MLB Stolen Base (Single Entry),$35k,141.3,,796,2380,Tournament,2,0,https://www.fanduel.com/entry/EUODJFQPU
S1782863391,mlb,9/4/19,$5K Wed MLB Bunt (Single Entry),$35k,102.5,,4416,5797,Tournament,1,0,https://www.fanduel.com/entry/AQNQYHSBY
S1782783192,mlb,9/3/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,145.4,,55,100,Tournament,5,0,https://www.fanduel.com/entry/FEEKHIHQH
S1782523799,nfl,9/8/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,148.66,,7,100,Tournament,5,9,https://www.fanduel.com/entry/FBMWUNSPJ
S1782523760,nfl,9/8/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,148.66,,11,100,Tournament,5,9,https://www.fanduel.com/entry/BXDTTDDJB
S1782523730,nfl,9/8/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,148.66,,9,100,Tournament,10,18,https://www.fanduel.com/entry/BJUEOTWGT
S1782321758,mlb,9/3/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,145.4,,63,100,Tournament,5,0,https://www.fanduel.com/entry/CHHYIBJTA
S1782321747,mlb,9/3/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,145.4,,65,100,Tournament,5,0,https://www.fanduel.com/entry/CFEIIYJFU
S1782321740,mlb,9/3/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,145.4,,62,100,Tournament,5,0,https://www.fanduel.com/entry/CECNKAQFY
S1782195641,mlb,9/3/19,$4K Tue MLB Stolen Base (Single Entry),$35k,145.4,,749,2380,Tournament,2,0,https://www.fanduel.com/entry/DNKDGLUSI
S1782195588,mlb,9/3/19,$2500 Tue MLB Sac Fly (3 Entries Max),$35k,72.7,,2869,2976,Tournament,1,0,https://www.fanduel.com/entry/DSFGQYCUU
S1782195589,mlb,9/3/19,$2500 Tue MLB Sac Fly (3 Entries Max),$35k,112.6,,2012,2976,Tournament,1,0,https://www.fanduel.com/entry/DRRJEGQWY
S1782195590,mlb,9/3/19,$2500 Tue MLB Sac Fly (3 Entries Max),$35k,73.9,,2848,2976,Tournament,1,0,https://www.fanduel.com/entry/DRDLRPEZC
S1782195503,mlb,9/3/19,$5K Tue MLB Bunt (Single Entry),$35k,155.1,,1244,5952,Tournament,1,2,https://www.fanduel.com/entry/DFXMLMOSI
S1781799119,mlb,9/2/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,124.3,,21,100,Tournament,5,9,https://www.fanduel.com/entry/FDQNANSOG
S1781799109,mlb,9/2/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,124.3,,23,100,Tournament,5,9,https://www.fanduel.com/entry/FESHZWQJY
S1781799092,mlb,9/2/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,124.3,,25,100,Tournament,5,9,https://www.fanduel.com/entry/AVIURNLYO
S1781798990,mlb,9/2/19,$4K Mon MLB Stolen Base (Single Entry),$35k,124.3,,657,2380,Tournament,2,0,https://www.fanduel.com/entry/BARVOGBDA
S1781798962,mlb,9/2/19,$2500 Mon MLB Sac Fly (3 Entries Max),$35k,72.8,,2729,2976,Tournament,1,0,https://www.fanduel.com/entry/BGAWKYQHM
S1781798963,mlb,9/2/19,$2500 Mon MLB Sac Fly (3 Entries Max),$35k,94.8,,2035,2976,Tournament,1,0,https://www.fanduel.com/entry/BFMYYHEJQ
S1781798964,mlb,9/2/19,$2500 Mon MLB Sac Fly (3 Entries Max),$35k,133.1,,561,2976,Tournament,1,2,https://www.fanduel.com/entry/BEZBLPSLU
S1781798735,mlb,9/2/19,$5K Mon MLB Bunt (Single Entry),$35k,135.9,,929,5952,Tournament,1,2,https://www.fanduel.com/entry/BLXUUEYLE
S1781528930,mlb,9/1/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,193.2,,14,100,Tournament,5,9,https://www.fanduel.com/entry/CEQLALAUO
S1781528916,mlb,9/1/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,193.2,,15,100,Tournament,5,9,https://www.fanduel.com/entry/CIJTLDGFM
S1781528892,mlb,9/1/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,193.2,,16,100,Tournament,5,9,https://www.fanduel.com/entry/CPWKGNRBI
S1781427238,mlb,9/1/19,$3K Sun MLB Stolen Base (Single Entry),$35k,193.2,,72,1785,Tournament,2,7,https://www.fanduel.com/entry/EHEPHZHTN
S1781427224,mlb,9/1/19,$1500 Sun MLB Sac Fly (3 Entries Max),$35k,149.9,,421,1785,Tournament,1,2,https://www.fanduel.com/entry/EKKAGABGP
S1781427225,mlb,9/1/19,$1500 Sun MLB Sac Fly (3 Entries Max),$35k,119.8,,909,1785,Tournament,1,0,https://www.fanduel.com/entry/EJWCTIPIT
S1781427226,mlb,9/1/19,$1500 Sun MLB Sac Fly (3 Entries Max),$35k,102.8,,1223,1785,Tournament,1,0,https://www.fanduel.com/entry/EFAZJHMCD
S1781427178,mlb,9/1/19,$3K Sun MLB Bunt (Single Entry),$35k,166.6,,371,3571,Tournament,1,2.5,https://www.fanduel.com/entry/CECODCOEP
S1781299550,mlb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,156.8,,31,100,Tournament,5,9,https://www.fanduel.com/entry/DDTXPXRGB
S1781299494,mlb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,156.8,,37,100,Tournament,5,9,https://www.fanduel.com/entry/AINDVXWPD
S1781299454,mlb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,156.8,,31,100,Tournament,5,9,https://www.fanduel.com/entry/DKETLZEGF
S1780907693,mlb,8/31/19,$2K Sat MLB Sac Fly (3 Entries Max),$35k,153.8,,904,2380,Tournament,1,0,https://www.fanduel.com/entry/ECXJIANJZ
S1780907694,mlb,8/31/19,$2K Sat MLB Sac Fly (3 Entries Max),$35k,121,,1808,2380,Tournament,1,0,https://www.fanduel.com/entry/ECJLVJBMD
S1780907695,mlb,8/31/19,$2K Sat MLB Sac Fly (3 Entries Max),$35k,151,,988,2380,Tournament,1,0,https://www.fanduel.com/entry/EBVOIRPOH
S1780907671,mlb,8/31/19,$4K Sat MLB Stolen Base (Single Entry),$35k,156.8,,797,2380,Tournament,2,0,https://www.fanduel.com/entry/CLBHNZLID
S1780907535,mlb,8/31/19,$4K Sat MLB Bunt (Single Entry),$35k,153,,1807,4761,Tournament,1,0,https://www.fanduel.com/entry/COUPYNXUL
S1780906524,mlb,8/31/19,$2K Sat MLB Stolen Base (Single Entry),$35k,116.8,,758,1190,Tournament,2,0,https://www.fanduel.com/entry/APLXEUOMH
S1780906472,mlb,8/31/19,$2K Sat MLB Bunt (Single Entry),$35k,116.8,,1528,2380,Tournament,1,0,https://www.fanduel.com/entry/CCMVTRHML
S1780904855,mlb,8/31/19,$7K Sat MLB Stolen Base (Single Entry),$35k,84.1,,2638,4166,Tournament,2,0,https://www.fanduel.com/entry/AEFXZOHXF
S1780613853,cfb,8/31/19,$2K Sat CFB Helmet Sticker (Single Entry),$60k,60.34,,2335,2380,Tournament,1,0,https://www.fanduel.com/entry/EKXWXPKAM
S1780613515,cfb,8/31/19,$1500 Sat CFB Helmet Sticker (Single Entry),$60k,112.84,,389,1785,Tournament,1,2,https://www.fanduel.com/entry/ERISYVDCU
S1780613476,cfb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,101.78,,56,100,Tournament,5,0,https://www.fanduel.com/entry/DPNTKPIKA
S1780613434,cfb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,101.78,,52,100,Tournament,5,0,https://www.fanduel.com/entry/FFGFQHAYU
S1780613419,cfb,8/31/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,101.78,,53,100,Tournament,5,0,https://www.fanduel.com/entry/FEEKQYDDC
S1780613392,cfb,8/31/19,$12K Sat CFB Fight Song ($1_200 to 1st),$60k,71.5,,4222,4761,Tournament,3,0,https://www.fanduel.com/entry/EHSLZWCKQ
S1780613393,cfb,8/31/19,$12K Sat CFB Fight Song ($1_200 to 1st),$60k,62.12,,4517,4761,Tournament,3,0,https://www.fanduel.com/entry/ELLUKOHVO
S1780613391,cfb,8/31/19,$12K Sat CFB Fight Song ($1_200 to 1st),$60k,90.66,,2982,4761,Tournament,3,0,https://www.fanduel.com/entry/EIGJMNOIM
S1780613343,cfb,8/31/19,$2K Sat CFB Helmet Sticker (Single Entry),$60k,101.78,,741,2380,Tournament,1,0,https://www.fanduel.com/entry/AQNRGINEA
S1780613236,cfb,8/30/19,$3K Fri CFB Fight Song,$60k,158.8,,465,1190,Tournament,3,0,https://www.fanduel.com/entry/CJLOETAFC
S1780613215,cfb,8/30/19,$3K Fri CFB Fight Song,$60k,144.58,,685,1190,Tournament,3,0,https://www.fanduel.com/entry/AJBAPRDOM
