Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1668217105,nba,2019/01/23,$10K Wed NBA Swat (3 Entries Max),$60k,262.40,,10518,11904,Tournament,1,0,https://www.fanduel.com/entry/CMRAQBLEM,
S1668217106,nba,2019/01/23,$10K Wed NBA Swat (3 Entries Max),$60k,285.20,,8708,11904,Tournament,1,0,https://www.fanduel.com/entry/CQKJATQPK,
S1668217041,nba,2019/01/23,$17K Wed NBA Dribbler (Single Entry),$60k,278.50,,15417,20238,Tournament,1,0,https://www.fanduel.com/entry/BWCANCMUQ,
S1667897098,nba,2019/01/22,$17K Tue NBA Block (Single Entry),$60k,279.30,,4475,10119,Tournament,2,0,https://www.fanduel.com/entry/BPREMWWJD,
S1667897035,nba,2019/01/22,$10K Tue NBA Swat (3 Entries Max),$60k,279.30,,5185,11904,Tournament,1,0,https://www.fanduel.com/entry/BTKMXPBUB,
S1667897028,nba,2019/01/22,$10K Tue NBA Swat (3 Entries Max),$60k,279.30,,5185,11904,Tournament,1,0,https://www.fanduel.com/entry/BRGWYXGCR,
S1667897031,nba,2019/01/22,$10K Tue NBA Swat (3 Entries Max),$60k,279.30,,5185,11904,Tournament,1,0,https://www.fanduel.com/entry/BUMHWXZPT,
S1667896520,nba,2019/01/22,$17K Tue NBA Dribbler (Single Entry),$60k,279.30,,8695,20238,Tournament,1,0,https://www.fanduel.com/entry/ALERTEQWJ,
S1665942859,nfl,2019/01/20,50/50 Contest ($5 - Top 50% Win) (Main),$60k,96.90,,84,100,Tournament,5,0,https://www.fanduel.com/entry/CWVEQUNSD,
S1665942598,nfl,2019/01/20,50/50 Contest ($10 - Top 50% Win) (Main),$60k,96.90,,76,100,Tournament,10,0,https://www.fanduel.com/entry/DTHDDDNEH,
S1665941612,nfl,2019/01/20,50/50 Contest ($5 - Top 50% Win) (Main),$60k,96.90,,75,100,Tournament,5,0,https://www.fanduel.com/entry/FGVZFCWYD,
S1665941453,nfl,2019/01/20,50/50 Contest ($10 - Top 50% Win) (Main),$60k,96.90,,77,100,Tournament,10,0,https://www.fanduel.com/entry/AHLJGXKWP,
S1665941328,nfl,2019/01/20,50/50 Contest ($10 - Top 50% Win) (Main),$60k,96.90,,80,100,Tournament,10,0,https://www.fanduel.com/entry/EZXFWVCVZ,
S1664632650,epl,2019/01/19,$1K Sat EPL Corner Kick (Single Entry),$60k,65.50,,579,595,Tournament,2,0,https://www.fanduel.com/entry/DSTFQIIIX,
S1664632622,epl,2019/01/19,$500 Sat EPL Equalizer (Single Entry),$60k,121.10,,325,595,Tournament,1,0,https://www.fanduel.com/entry/DTVAPRGEP,
S1664317874,cbb,2019/01/19,$1K Sat CBB Bank Shot (Single Entry),$50k,178.80,,156,595,Tournament,2,0,https://www.fanduel.com/entry/CURPQUAXN,
S1663714831,nba,2019/01/21,3-Point Challenge,$0k,15,,8500,36343,Tournament,0,0,https://www.fanduel.com/entry/FGVZERSDX,
S1663713837,nba,2019/01/18,$17K Fri NBA Block (Single Entry),$60k,249.60,,5051,10119,Tournament,2,0,https://www.fanduel.com/entry/EUOEZRIXH,
S1663713801,nba,2019/01/18,$10K Fri NBA Swat (3 Entries Max),$60k,243.10,,6885,11904,Tournament,1,0,https://www.fanduel.com/entry/AHLJGPZAZ,
S1663713803,nba,2019/01/18,$10K Fri NBA Swat (3 Entries Max),$60k,213.70,,10607,11904,Tournament,1,0,https://www.fanduel.com/entry/ACCIJXJWN,
S1663713805,nba,2019/01/18,$10K Fri NBA Swat (3 Entries Max),$60k,285.10,,1152,11904,Tournament,1,2.50,https://www.fanduel.com/entry/ABANKOMAV,
S1663713595,nba,2019/01/18,$17K Fri NBA Dribbler (Single Entry),$60k,221.50,,16881,20238,Tournament,1,0,https://www.fanduel.com/entry/CMRAKMAEN,
S1662902809,nba,2019/01/17,$17K Thu NBA Block (Single Entry),$60k,245.90,,8113,10119,Tournament,2,0,https://www.fanduel.com/entry/DUWWDXYMZ,
S1662902761,nba,2019/01/17,$10K Thu NBA Swat (3 Entries Max),$60k,277,,3525,11904,Tournament,1,0,https://www.fanduel.com/entry/BMZROSPUF,
S1662902763,nba,2019/01/17,$10K Thu NBA Swat (3 Entries Max),$60k,268.50,,5374,11904,Tournament,1,0,https://www.fanduel.com/entry/BQSZZKVFD,
S1662902768,nba,2019/01/17,$10K Thu NBA Swat (3 Entries Max),$60k,270.20,,4946,11904,Tournament,1,0,https://www.fanduel.com/entry/BPRFABXJL,
S1662902517,nba,2019/01/17,$17K Thu NBA Dribbler (Single Entry),$60k,289.30,,2179,20238,Tournament,1,2.00,https://www.fanduel.com/entry/EGQSWOHSZ,
S1662452227,nba,2019/01/16,$17K Wed NBA Block (Single Entry),$60k,298.70,,4501,10119,Tournament,2,0,https://www.fanduel.com/entry/COHDDJOAQ,
S1662452201,nba,2019/01/16,$10K Wed NBA Swat (3 Entries Max),$60k,337.30,,825,11904,Tournament,1,3.00,https://www.fanduel.com/entry/BPROSMLVS,
S1662452203,nba,2019/01/16,$10K Wed NBA Swat (3 Entries Max),$60k,321,,2269,11904,Tournament,1,2.00,https://www.fanduel.com/entry/BKINVTWRG,
S1662452205,nba,2019/01/16,$10K Wed NBA Swat (3 Entries Max),$60k,260.10,,10143,11904,Tournament,1,0,https://www.fanduel.com/entry/BJUQJCKTK,
