Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1808965090,cfb,9/27/19,$7K Fri CFB Fight Song,$60k,85.26,,1736,2777,Tournament,3,0,https://www.fanduel.com/entry/DGYYIXTHJ
S1808964643,cfb,9/27/19,$1500 Fri CFB Helmet Sticker (Single Entry),$60k,90.16,,854,1785,Tournament,1,0,https://www.fanduel.com/entry/CDOGNZNVV
S1808794048,mlb,9/27/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,74.1,,91,100,Tournament,5,0,https://www.fanduel.com/entry/BBFJEFCNM
S1808794010,mlb,9/27/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,74.1,,94,100,Tournament,5,0,https://www.fanduel.com/entry/AGXAQRRRI
S1808793954,mlb,9/27/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,74.1,,93,100,Tournament,5,0,https://www.fanduel.com/entry/CYYJMQSVE
S1808452245,mlb,9/27/19,$2K Fri MLB Stolen Base (Single Entry),$35k,74.1,,1065,1190,Tournament,2,0,https://www.fanduel.com/entry/DLUBMUNVV
S1808451806,mlb,9/27/19,$1500 Fri MLB Sac Fly (3 Entries Max),$35k,65.7,,1689,1785,Tournament,1,0,https://www.fanduel.com/entry/AAMFCYLOT
S1808451783,mlb,9/27/19,$1500 Fri MLB Sac Fly (3 Entries Max),$35k,94.8,,1311,1785,Tournament,1,0,https://www.fanduel.com/entry/AHYVYIWKP
S1808451794,mlb,9/27/19,$1500 Fri MLB Sac Fly (3 Entries Max),$35k,92.9,,1333,1785,Tournament,1,0,https://www.fanduel.com/entry/AGXAYZYOX
S1808451129,mlb,9/27/19,$3K Fri MLB Bunt (Single Entry),$35k,75.9,,3162,3571,Tournament,1,0,https://www.fanduel.com/entry/ACBXPGHFN
S1807755479,mlb,9/26/19,50/50 Contest ($5 - Top 50% Win) (Afternoon Only),$35k,135,,8,20,20 player league,5,9,https://www.fanduel.com/entry/AWYDAYOKC
S1807494692,mlb,9/26/19,$250 MLB Small Sac Fly,$35k,154.2,,24,297,Tournament,1,3,https://www.fanduel.com/entry/FBMMUCJMO
S1807494694,mlb,9/26/19,$250 MLB Small Sac Fly,$35k,131.9,,96,297,Tournament,1,0,https://www.fanduel.com/entry/FAYPHKXOS
S1807492561,mlb,9/26/19,$2500 Thu MLB Stolen Base (Single Entry),$35k,135,,395,1488,Tournament,2,0,https://www.fanduel.com/entry/ELLKJKHYO
S1807255552,mlb,9/26/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,116.2,,56,100,Tournament,5,0,https://www.fanduel.com/entry/EFOMWYWJD
S1807255499,mlb,9/26/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,116.2,,59,100,Tournament,5,0,https://www.fanduel.com/entry/DVKIQQITX
S1807255384,mlb,9/26/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,116.2,,54,100,Tournament,5,0,https://www.fanduel.com/entry/DKEJKCNRH
S1807195605,mlb,9/26/19,$2500 Thu MLB Stolen Base (Single Entry),$35k,116.2,,387,1488,Tournament,2,0,https://www.fanduel.com/entry/BWBPSPDBI
S1807195517,mlb,9/26/19,$2K Thu MLB Sac Fly (3 Entries Max),$35k,98.3,,906,1986,Tournament,1,0,https://www.fanduel.com/entry/EYHCVHWQG
S1807195521,mlb,9/26/19,$2K Thu MLB Sac Fly (3 Entries Max),$35k,114.5,,530,1986,Tournament,1,2,https://www.fanduel.com/entry/EXTFIQKSK
S1807195523,mlb,9/26/19,$2K Thu MLB Sac Fly (3 Entries Max),$35k,112.9,,569,1986,Tournament,1,2,https://www.fanduel.com/entry/EXFHVYYUO
S1807195266,mlb,9/26/19,$3K Thu MLB Bunt (Single Entry),$35k,129.6,,342,3571,Tournament,1,2.5,https://www.fanduel.com/entry/CFDYZZXQS
S1807192962,mlb,9/26/19,$1500 Thu MLB Stolen Base (Single Entry),$35k,151.9,,366,892,Tournament,2,0,https://www.fanduel.com/entry/CTPJBCZNQ
S1807192653,mlb,9/26/19,$2500 Thu MLB Bunt (Single Entry),$35k,154.7,,995,2976,Tournament,1,0,https://www.fanduel.com/entry/FDQDOWKZE
S1806504979,mlb,9/25/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,183.2,,18,100,Tournament,5,9,https://www.fanduel.com/entry/ALSDTOJQF
S1806504925,mlb,9/25/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,183.2,,21,100,Tournament,5,9,https://www.fanduel.com/entry/DUIMSIQFH
S1806504860,mlb,9/25/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,183.2,,15,100,Tournament,5,9,https://www.fanduel.com/entry/BGAMGYBNT
S1806465421,mlb,9/25/19,$3K Wed MLB Stolen Base (Single Entry),$35k,183.2,,125,1785,Tournament,2,5,https://www.fanduel.com/entry/DHMWALZLP
S1806465378,mlb,9/25/19,$2K Wed MLB Sac Fly (3 Entries Max),$35k,111.4,,1702,2380,Tournament,1,0,https://www.fanduel.com/entry/DZROLDLEN
S1806465375,mlb,9/25/19,$2K Wed MLB Sac Fly (3 Entries Max),$35k,134.8,,1104,2380,Tournament,1,0,https://www.fanduel.com/entry/EATJKMJAF
S1806465377,mlb,9/25/19,$2K Wed MLB Sac Fly (3 Entries Max),$35k,196.9,,82,2380,Tournament,1,4,https://www.fanduel.com/entry/EAFLXUXCJ
S1806464891,mlb,9/25/19,$3500 Wed MLB Bunt (Single Entry),$35k,123.8,,2369,4166,Tournament,1,0,https://www.fanduel.com/entry/DDTNLTJNL
S1806461979,mlb,9/25/19,$2K Wed MLB Bunt (Single Entry),$35k,91.7,,2252,2380,Tournament,1,0,https://www.fanduel.com/entry/AVWIYKNCR
S1806168115,nfl,9/29/19,,$60k,115.7,,6,15,Tournament,10,0,https://www.fanduel.com/entry/DGYXSSKJU
S1806075094,mlb,9/24/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,139.6,,40,100,Tournament,5,9,https://www.fanduel.com/entry/ACBXYHEXZ
S1806075046,mlb,9/24/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,139.6,,38,100,Tournament,5,9,https://www.fanduel.com/entry/DTGSRUUEP
S1806074992,mlb,9/24/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,139.6,,35,100,Tournament,5,9,https://www.fanduel.com/entry/BCVCIOTNJ
S1806074951,mlb,9/24/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,139.6,,38,100,Tournament,5,9,https://www.fanduel.com/entry/CSNOIFWIH
S1806035173,epl,9/28/19,100-Player Contest ($1 - Top 12 Win),$0k,142.4,,33,100,Tournament,1,0,https://www.fanduel.com/entry/BBFJHYBEU
S1805924313,nfl,9/29/19,$70K Sun NFL Snap,$60k,144.88,,4772,40489,Tournament,2,5,https://www.fanduel.com/entry/CVFAPPWAS
