Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link,
S1951182351,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,42,100,Tournament,2,3.6,https://www.fanduel.com/entry/DCFEKAEUQ,
S1951182274,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,43,100,Tournament,1,1.8,https://www.fanduel.com/entry/BWCZDSRTW,
S1951182230,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,42,100,Tournament,1,1.8,https://www.fanduel.com/entry/EUPDVTFXW,
S1951182177,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,38,100,Tournament,1,1.8,https://www.fanduel.com/entry/FAMCFDHAE,
S1951182108,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,46,100,Tournament,2,3.6,https://www.fanduel.com/entry/CJMOIUPPG,
S1951182060,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,49,100,Tournament,2,3.6,https://www.fanduel.com/entry/AOYYXYNYU,
S1951182008,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,38,100,Tournament,2,3.6,https://www.fanduel.com/entry/CVGLBDMYA,
S1951181976,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,47,100,Tournament,2,3.6,https://www.fanduel.com/entry/ATGEVPREU,
S1951181936,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,46,100,Tournament,2,3.6,https://www.fanduel.com/entry/AZDDEZSHC,
S1950850775,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,42,100,Tournament,1,1.8,https://www.fanduel.com/entry/CEDNJMXKF,
S1950850739,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,40,100,Tournament,1,1.8,https://www.fanduel.com/entry/BRVTDQELX,
S1950850714,nba,1/8/20,50/50 League ($1 - Top 50% Win) (Main),$60k,354.6,,33,100,Tournament,1,1.8,https://www.fanduel.com/entry/CDBSKAGPX,
S1950850643,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,39,100,Tournament,2,3.6,https://www.fanduel.com/entry/DKFSPJFPD,
S1950850605,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,44,100,Tournament,2,3.6,https://www.fanduel.com/entry/BVPBOPVUB,
S1950850567,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,43,100,Tournament,2,3.6,https://www.fanduel.com/entry/ELMUMAUFD,
S1950850555,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,42,100,Tournament,2,3.6,https://www.fanduel.com/entry/DRELYJQKJ,
S1950850519,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,39,100,Tournament,2,3.6,https://www.fanduel.com/entry/CUSNMICVL,
S1950850490,nba,1/8/20,50/50 League ($2 - Top 50% Win) (Main),$60k,354.6,,38,100,Tournament,2,3.6,https://www.fanduel.com/entry/CPXKCDGQF,
S1950850421,nba,1/8/20,50/50 League ($5 - Top 50% Win) (Main),$60k,354.6,,45,100,Tournament,5,9,https://www.fanduel.com/entry/CYZTJZGBL,
S1950850398,nba,1/8/20,50/50 League ($5 - Top 50% Win) (Main),$60k,354.6,,40,100,Tournament,5,9,https://www.fanduel.com/entry/DCTBURLMJ,
S1950850263,nba,1/8/20,$12K Wed NBA Block (Single Entry),$60k,354.6,,1492,7142,Tournament,2,4,https://www.fanduel.com/entry/DHOFEHJXD,
S1950849713,nba,1/8/20,$8K Wed NBA Swat (3 Entries Max),$60k,345.2,,2567,9523,Tournament,1,0,https://www.fanduel.com/entry/DJDXQWRLD,
S1950849714,nba,1/8/20,$8K Wed NBA Swat (3 Entries Max),$60k,312.7,,5799,9523,Tournament,1,0,https://www.fanduel.com/entry/DIQAEFFNH,
S1950849715,nba,1/8/20,$8K Wed NBA Swat (3 Entries Max),$60k,297.6,,7150,9523,Tournament,1,0,https://www.fanduel.com/entry/DICCRNTPL,
S1950849664,nba,1/8/20,$11K Wed NBA Dribbler (Single Entry),$60k,365.4,,1211,13095,Tournament,1,2.5,https://www.fanduel.com/entry/BCWLNRSLX,
S1950849585,nba,1/8/20,NBA Daily Free Play,$60k,358,,3724,29060,Tournament,0,0,https://www.fanduel.com/entry/DXBKIIPHD,
S1950758376,nba,1/7/20,100-Player League ($2 - Top 12 Win),$60k,255.9,,85,100,Tournament,2,0,https://www.fanduel.com/entry/AWZMIBSQH,
S1950757750,nba,1/7/20,NBA Head-to-head (Main),$60k,264.5,285.2,2,2,csmaniac,2,0,https://www.fanduel.com/entry/EWSSWMJNB,
S1950757627,nba,1/7/20,NBA Head-to-head (Main),$60k,264.5,294.8,2,2,bbqbuddah,2,0,https://www.fanduel.com/entry/ANJFOKQYX,
S1950504045,nba,1/7/20,50/50 League ($1 - Top 50% Win) (Main),$60k,264.5,,84,100,Tournament,1,0,https://www.fanduel.com/entry/AKRRYPUAL,
S1950503960,nba,1/7/20,50/50 League ($1 - Top 50% Win) (Main),$60k,264.5,,80,100,Tournament,1,0,https://www.fanduel.com/entry/AYPEPQNAP,
S1950503894,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,88,100,Tournament,2,0,https://www.fanduel.com/entry/BUNFPEHQH,
S1950503827,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,80,100,Tournament,2,0,https://www.fanduel.com/entry/FCBTOPQJR,
S1950503772,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,86,100,Tournament,2,0,https://www.fanduel.com/entry/ANJFJNWTV,
S1950472329,nfl,1/11/20,NFL Head-to-head (Sat-Sun),$60k,143.9,104.8,1,2,bobby_jenno,1,1.8,https://www.fanduel.com/entry/EOEHOQQAT,
S1950472198,nfl,1/11/20,NFL Head-to-head (Sat-Sun),$60k,143.9,104.8,1,2,lacklin12,2,3.6,https://www.fanduel.com/entry/DEITYCCKX,
S1950472026,nfl,1/11/20,NFL Head-to-head (Sat-Sun),$60k,143.9,104.8,1,2,bfunk05,2,3.6,https://www.fanduel.com/entry/BTZIUSJYP,
S1950471741,nfl,1/11/20,NFL Head-to-head (Sat-Sun),$60k,143.9,152.94,2,2,Fezzik,5,0,https://www.fanduel.com/entry/FEFKFBVLJ,
S1950470536,nba,1/7/20,50/50 League ($1 - Top 50% Win) (Main),$60k,264.5,,76,100,Tournament,1,0,https://www.fanduel.com/entry/CTQSFNHTR,
S1950470443,nba,1/7/20,50/50 League ($1 - Top 50% Win) (Main),$60k,264.5,,84,100,Tournament,1,0,https://www.fanduel.com/entry/DLHNMOFFN,
S1950470328,nba,1/7/20,50/50 League ($1 - Top 50% Win) (Main),$60k,264.5,,80,100,Tournament,1,0,https://www.fanduel.com/entry/DEITYUTDZ,
S1950470197,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,90,100,Tournament,2,0,https://www.fanduel.com/entry/FAMBVFZSD,
S1950470065,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,83,100,Tournament,2,0,https://www.fanduel.com/entry/AUVXCLUWP,
S1950469994,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,83,100,Tournament,2,0,https://www.fanduel.com/entry/APMWGEKNZ,
S1950469909,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,87,100,Tournament,2,0,https://www.fanduel.com/entry/CGVASDIZR,
S1950469814,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,83,100,Tournament,2,0,https://www.fanduel.com/entry/CPXJZODPB,
S1950469571,nba,1/7/20,50/50 League ($2 - Top 50% Win) (Main),$60k,264.5,,82,100,Tournament,2,0,https://www.fanduel.com/entry/EPGCUHPNN,
S1950469112,nba,1/7/20,50/50 League ($5 - Top 50% Win) (Main),$60k,264.5,,76,100,Tournament,5,0,https://www.fanduel.com/entry/BWCYZKVJV,
S1949806090,nfl,1/11/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,143.9,,18,100,Tournament,1,1.8,https://www.fanduel.com/entry/EVQYVJPRX,
S1949806057,nfl,1/11/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,143.9,,18,100,Tournament,1,1.8,https://www.fanduel.com/entry/CUEQCFTZH,
S1949805992,nfl,1/11/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,143.9,,14,100,Tournament,1,1.8,https://www.fanduel.com/entry/CMRZHCVAR,
S1949805923,nfl,1/11/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,143.9,,19,100,Tournament,1,1.8,https://www.fanduel.com/entry/EGRREOUAF,
S1949805793,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,20,100,Tournament,2,3.6,https://www.fanduel.com/entry/AIAFPYFUZ,
S1949805642,nfl,1/11/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,143.9,,15,100,Tournament,1,1.8,https://www.fanduel.com/entry/AKDVOQBMJ,
S1949805561,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,17,100,Tournament,2,3.6,https://www.fanduel.com/entry/EFPWFJPDD,
S1949805502,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,19,100,Tournament,2,3.6,https://www.fanduel.com/entry/CDBSNIAKR,
S1949805447,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,16,100,Tournament,2,3.6,https://www.fanduel.com/entry/CHIYKRRTL,
S1949805363,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,17,100,Tournament,2,3.6,https://www.fanduel.com/entry/BNAPXANYR,
S1949805311,nfl,1/11/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,143.9,,17,100,Tournament,2,3.6,https://www.fanduel.com/entry/CPXKFLAKZ,
S1949805269,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,23,100,Tournament,5,9,https://www.fanduel.com/entry/BGBWOLHZH,
S1949805209,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,20,100,Tournament,5,9,https://www.fanduel.com/entry/BVBEFCKSJ,
S1949805152,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,26,100,Tournament,5,9,https://www.fanduel.com/entry/AZRASGCAN,
S1949805131,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,24,100,Tournament,5,9,https://www.fanduel.com/entry/EUPDWEKUV,
S1949805111,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,20,100,Tournament,5,9,https://www.fanduel.com/entry/EGDTSMFWV,
S1949805092,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,19,100,Tournament,5,9,https://www.fanduel.com/entry/EEOBGLWDH,
S1949805074,nfl,1/11/20,50/50 Contest ($5 - Top 50% Win) (Sat-Sun),$60k,143.9,,19,100,Tournament,5,9,https://www.fanduel.com/entry/BAEYEXNYJ,
S1949804964,nfl,1/11/20,50/50 Contest ($10 - Top 50% Win) (Sat-Sun),$60k,143.9,,23,100,Tournament,10,18,https://www.fanduel.com/entry/EPGCZTHNP,
S1949804853,nfl,1/11/20,$25K Sat NFL Scramble (Single Entry),$60k,143.9,,545,2941,Tournament,10,20,https://www.fanduel.com/entry/CVUIORIOR,
S1949803682,nfl,1/11/20,$50K Sat NFL Snap (25 Entries Max),$60k,115.5,,16642,29761,Tournament,2,0,https://www.fanduel.com/entry/AVJUVWNIB,
S1949803684,nfl,1/11/20,$50K Sat NFL Snap (25 Entries Max),$60k,131.04,,9245,29761,Tournament,2,0,https://www.fanduel.com/entry/AUHZWNPMJ,
S1949803685,nfl,1/11/20,$50K Sat NFL Snap (25 Entries Max),$60k,107.92,,20177,29761,Tournament,2,0,https://www.fanduel.com/entry/ATUCJWDON,
S1949803680,nfl,1/11/20,$50K Sat NFL Snap (25 Entries Max),$60k,122.38,,13118,29761,Tournament,2,0,https://www.fanduel.com/entry/ASEJXVTUZ,
S1949803681,nfl,1/11/20,$50K Sat NFL Snap (25 Entries Max),$60k,106.94,,20619,29761,Tournament,2,0,https://www.fanduel.com/entry/ARQMLEHXD,
S1949803499,nfl,1/11/20,$30K Sat NFL Spike (Single Entry),$60k,127.7,,2720,7142,Tournament,5,0,https://www.fanduel.com/entry/BYUMMMWJD,
S1949803439,nfl,1/11/20,$18K Sat NFL Squib (Single Entry),$60k,103.9,,15841,21428,Tournament,1,0,https://www.fanduel.com/entry/EXGRIVGXP,
S1949795869,nba,1/7/20,$12K Tue NBA Block (Single Entry),$60k,264.5,,5610,7142,Tournament,2,0,https://www.fanduel.com/entry/CAKFGZFYZ,
S1949795835,nba,1/7/20,$10K Tue NBA Swat (3 Entries Max),$60k,280.7,,7115,11904,Tournament,1,0,https://www.fanduel.com/entry/EVQZBCTON,
S1949795836,nba,1/7/20,$10K Tue NBA Swat (3 Entries Max),$60k,279.3,,7336,11904,Tournament,1,0,https://www.fanduel.com/entry/EVDBOLHQR,
S1949795837,nba,1/7/20,$10K Tue NBA Swat (3 Entries Max),$60k,287.3,,5909,11904,Tournament,1,0,https://www.fanduel.com/entry/EUPEBTVSV,
S1949795772,nba,1/7/20,$11K Tue NBA Dribbler (Single Entry),$60k,244.7,,12116,13095,Tournament,1,0,https://www.fanduel.com/entry/FCBUXANQB,
S1949795608,nba,1/7/20,NBA Daily Free Play,$60k,255.9,,23315,27791,Tournament,0,0,https://www.fanduel.com/entry/AUIAAZEVL,
S1949417289,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,88,100,Tournament,1,0,https://www.fanduel.com/entry/FFHFIDRXR,
S1949417232,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,91,100,Tournament,1,0,https://www.fanduel.com/entry/DLHNKRSYD,
S1949417175,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,95,100,Tournament,1,0,https://www.fanduel.com/entry/EUBGCMGMT,
S1949417101,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,90,100,Tournament,2,0,https://www.fanduel.com/entry/DNLDJJOPN,
S1949417053,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,92,100,Tournament,2,0,https://www.fanduel.com/entry/CMEBNOJRF,
S1949416997,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,95,100,Tournament,2,0,https://www.fanduel.com/entry/AKDVHHXEX,
S1949416943,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,90,100,Tournament,2,0,https://www.fanduel.com/entry/CBZXGJMKH,
S1949416879,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,90,100,Tournament,2,0,https://www.fanduel.com/entry/EOSFFTRIH,
S1949416804,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,93,100,Tournament,2,0,https://www.fanduel.com/entry/AVJUNKNLR,
S1948957721,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,85,100,Tournament,1,0,https://www.fanduel.com/entry/BGPTUFULU,
S1948957708,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,83,100,Tournament,1,0,https://www.fanduel.com/entry/EEOAZOWRY,
S1948957694,nba,1/6/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.6,,91,100,Tournament,1,0,https://www.fanduel.com/entry/ACREMQDCK,
S1948957683,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,92,100,Tournament,2,0,https://www.fanduel.com/entry/AEGWYQMVY,
S1948957665,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,88,100,Tournament,2,0,https://www.fanduel.com/entry/ABPJNHFGS,
S1948957643,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,92,100,Tournament,2,0,https://www.fanduel.com/entry/AUHZOQNKS,
S1948957628,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,92,100,Tournament,2,0,https://www.fanduel.com/entry/EEADMTRVM,
S1948957624,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,95,100,Tournament,2,0,https://www.fanduel.com/entry/AFIRXZKRQ,
S1948957611,nba,1/6/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.6,,93,100,Tournament,2,0,https://www.fanduel.com/entry/ALTNUAXRU,
S1948957567,nba,1/6/20,50/50 League ($5 - Top 50% Win) (Main),$60k,294.6,,95,100,Tournament,5,0,https://www.fanduel.com/entry/AUHZPBSGO,
S1948741159,nba,1/6/20,$12K Mon NBA Block (Single Entry),$60k,294.6,,5292,7142,Tournament,2,0,https://www.fanduel.com/entry/DPOSNVQUW,
S1948741117,nba,1/6/20,$7K Mon NBA Swat (3 Entries Max),$60k,291.4,,6479,8333,Tournament,1,0,https://www.fanduel.com/entry/CPXJDPQUG,
S1948741114,nba,1/6/20,$7K Mon NBA Swat (3 Entries Max),$60k,334.7,,1460,8333,Tournament,1,2,https://www.fanduel.com/entry/CMRYFOXHE,
S1948741116,nba,1/6/20,$7K Mon NBA Swat (3 Entries Max),$60k,327.4,,2210,8333,Tournament,1,0,https://www.fanduel.com/entry/CQLGQHCSC,
S1948741094,nba,1/6/20,$11K Mon NBA Dribbler (Single Entry),$60k,321.7,,3904,13095,Tournament,1,0,https://www.fanduel.com/entry/BZWGNIEIG,
S1948740995,nba,1/6/20,NBA Daily Free Play,$60k,321.7,,7264,26940,Tournament,0,0,https://www.fanduel.com/entry/CWIEZRDUK,
S1948267635,nba,1/5/20,NBA Daily Free Play,$60k,298.5,,6450,10166,Tournament,0,0,https://www.fanduel.com/entry/DUXTSWMXH,
S1948267591,nba,1/5/20,NBA Daily Free Play,$60k,298.5,,13940,23253,Tournament,0,0,https://www.fanduel.com/entry/CVGKIMTYB,
S1948267512,nba,1/5/20,$6K Sun NBA Block (Single Entry),$60k,298.5,,2350,3571,Tournament,2,0,https://www.fanduel.com/entry/AZDCMFGIN,
S1948267366,nba,1/5/20,$7K Sun NBA Dribbler (Single Entry),$60k,317.8,,2010,8333,Tournament,1,0,https://www.fanduel.com/entry/FAZYZAGZL,
S1947818831,nba,1/5/20,$10K Sun NBA Block (Single Entry),$60k,278.2,,4295,5952,Tournament,2,0,https://www.fanduel.com/entry/CSOVCJXXK,
S1945737025,nba,1/4/20,50/50 League ($5 - Top 50% Win) (Main),$60k,294.9,,66,100,Tournament,5,0,https://www.fanduel.com/entry/ADSYLSRYH,
S1945736827,nba,1/4/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.9,,65,100,Tournament,1,0,https://www.fanduel.com/entry/DFKOBTZPJ,
S1945736785,nba,1/4/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.9,,59,100,Tournament,1,0,https://www.fanduel.com/entry/ABBLAUPEX,
S1945736754,nba,1/4/20,50/50 League ($1 - Top 50% Win) (Main),$60k,294.9,,60,100,Tournament,1,0,https://www.fanduel.com/entry/AIOBWFAAT,
S1945736722,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,68,100,Tournament,2,0,https://www.fanduel.com/entry/BWQVKKQWP,
S1945736674,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,70,100,Tournament,2,0,https://www.fanduel.com/entry/CBLYUPNBV,
S1945736634,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,66,100,Tournament,2,0,https://www.fanduel.com/entry/FFHEJIQKH,
S1945736597,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,70,100,Tournament,2,0,https://www.fanduel.com/entry/FEFJJZSOP,
S1945736545,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,68,100,Tournament,2,0,https://www.fanduel.com/entry/DXBJEFOTN,
S1945736430,nba,1/4/20,50/50 League ($2 - Top 50% Win) (Main),$60k,294.9,,69,100,Tournament,2,0,https://www.fanduel.com/entry/CSAYXGZOL,
S1945446490,nfl,1/4/20,NFL Head-to-head (Sat-Sun),$60k,114.86,119.16,2,2,bobby_jenno,2,0,https://www.fanduel.com/entry/ATUACTXUE,
S1945446276,nfl,1/4/20,NFL Head-to-head (Sat-Sun),$60k,114.86,125.34,2,2,whodatwedat92,2,0,https://www.fanduel.com/entry/EIVEXLYKU,
S1945446071,nfl,1/4/20,NFL Head-to-head (Sat-Sun),$60k,114.86,123.82,2,2,metsfan81,2,0,https://www.fanduel.com/entry/ARCMRGXGI,
S1945446028,nfl,1/4/20,NFL Head-to-head (Sat-Sun),$60k,114.86,93.76,1,2,turbulence_,2,3.6,https://www.fanduel.com/entry/CGHBEZEWM,
S1945445953,nfl,1/4/20,NFL Head-to-head (Sat-Sun),$60k,114.86,112.64,1,2,sirbocce,2,3.6,https://www.fanduel.com/entry/CIYOQIMLS,
S1945445668,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,53,100,Tournament,2,0,https://www.fanduel.com/entry/DJRTAIPDW,
S1945445574,nfl,1/4/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,114.86,,50,100,Tournament,1,0.9,https://www.fanduel.com/entry/EOSDHDLKI,
S1945445534,nfl,1/4/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,114.86,,48,100,Tournament,1,1.35,https://www.fanduel.com/entry/CKOHCQICM,
S1945445448,nfl,1/4/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,114.86,,49,100,Tournament,1,1.8,https://www.fanduel.com/entry/CYZRHEWSE,
S1945445408,nfl,1/4/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,114.86,,48,100,Tournament,1,1.8,https://www.fanduel.com/entry/BDYEKCNZS,
S1945445369,nfl,1/4/20,50/50 Contest ($1 - Top 50% Win) (Sat-Sun),$60k,114.86,,51,100,Tournament,1,0,https://www.fanduel.com/entry/BHDPIDHMU,
S1945445329,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,50,100,Tournament,2,0.51,https://www.fanduel.com/entry/BXSPKYMYA,
S1945445303,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,45,100,Tournament,2,3.6,https://www.fanduel.com/entry/CXJYVIFXG,
S1945445253,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,48,100,Tournament,2,3.6,https://www.fanduel.com/entry/CVUGJHWDS,
S1945445224,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,55,100,Tournament,2,0,https://www.fanduel.com/entry/BHRMVCFHW,
S1945445162,nfl,1/4/20,50/50 Contest ($2 - Top 50% Win) (Sat-Sun),$60k,114.86,,50,100,Tournament,2,1.8,https://www.fanduel.com/entry/ECYGOUOBO,
S1945393162,nba,1/4/20,$3K Sat NBA Swat (3 Entries Max),$60k,293,,2374,3571,Tournament,1,0,https://www.fanduel.com/entry/ANJEDZOUJ,
S1945393165,nba,1/4/20,$3K Sat NBA Swat (3 Entries Max),$60k,293,,2374,3571,Tournament,1,0,https://www.fanduel.com/entry/AQOPCAIHL,
S1945393166,nba,1/4/20,$3K Sat NBA Swat (3 Entries Max),$60k,293,,2374,3571,Tournament,1,0,https://www.fanduel.com/entry/AQARPIWJP,
S1945393060,nba,1/4/20,NBA Daily Free Play,$60k,293,,13865,22125,Tournament,0,0,https://www.fanduel.com/entry/CIYOOEOGN,
S1945393017,nba,1/4/20,$7K Sat NBA Block (Single Entry),$60k,294.9,,2689,4166,Tournament,2,0,https://www.fanduel.com/entry/EQHVQSLBL,
S1945392955,nba,1/4/20,$8K Sat NBA Dribbler (Single Entry),$60k,308.1,,4227,9523,Tournament,1,0,https://www.fanduel.com/entry/BJHFEGADD,
S1945391704,nba,1/4/20,$5K Sat NBA Dribbler (Single Entry),$60k,291.1,,4332,5952,Tournament,1,0,https://www.fanduel.com/entry/ALTLTGTOJ,
S1945226388,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,68,100,Tournament,2,0,https://www.fanduel.com/entry/FAMARCZEX,
S1945225820,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,62,100,Tournament,1,0,https://www.fanduel.com/entry/EDMESNSQT,
S1945225621,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,60,100,Tournament,1,0,https://www.fanduel.com/entry/EFPUNBKWH,
S1945225436,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,59,100,Tournament,1,0,https://www.fanduel.com/entry/BHDPUXDTR,
S1945225243,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,62,100,Tournament,2,0,https://www.fanduel.com/entry/EYWIBNJTZ,
S1945225040,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,62,100,Tournament,2,0,https://www.fanduel.com/entry/BQFZDAPCD,
S1945224900,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,62,100,Tournament,2,0,https://www.fanduel.com/entry/AVXQPNEFZ,
S1945224730,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/EZYDASORB,
S1945146522,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,52,100,Tournament,1,0,https://www.fanduel.com/entry/BCWKKHISA,
S1945146418,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,63,100,Tournament,1,0,https://www.fanduel.com/entry/EKKYJLFOE,
S1945146211,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,56,100,Tournament,1,0,https://www.fanduel.com/entry/AOLAGDYYE,
S1945146097,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/CEDMGNSME,
S1945145917,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,65,100,Tournament,2,0,https://www.fanduel.com/entry/DWNLSDAQU,
S1945145813,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,63,100,Tournament,2,0,https://www.fanduel.com/entry/EGRPZAMAM,
S1945145752,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,60,100,Tournament,2,0,https://www.fanduel.com/entry/BMMREFWGQ,
S1945145622,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,61,100,Tournament,2,0,https://www.fanduel.com/entry/DTVYHEXXK,
S1945145406,nba,1/3/20,50/50 League ($5 - Top 50% Win) (Main),$60k,325,,67,100,Tournament,5,0,https://www.fanduel.com/entry/CFTESVOCY,
S1944487236,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,68,100,Tournament,1,0,https://www.fanduel.com/entry/DFKNZTUJU,
S1944487211,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,1,0,https://www.fanduel.com/entry/BEMCTSPKW,
