Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link,
S1944487187,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,62,100,Tournament,1,0,https://www.fanduel.com/entry/COVNWYOYO,
S1944487119,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,67,100,Tournament,2,0,https://www.fanduel.com/entry/BVBCWCQAG,
S1944487059,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,68,100,Tournament,2,0,https://www.fanduel.com/entry/BTLKKNLCO,
S1944487017,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/ECKJZBRRA,
S1944486973,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/AUVVZXUUW,
S1944486924,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,69,100,Tournament,2,0,https://www.fanduel.com/entry/DZSWNSKBU,
S1944486900,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,71,100,Tournament,2,0,https://www.fanduel.com/entry/BFNXSXUHY,
S1944243463,nba,1/3/20,50/50 League ($5 - Top 50% Win) (Main),$60k,325,,59,100,Tournament,5,0,https://www.fanduel.com/entry/BQFZGIIWW,
S1944243419,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,68,100,Tournament,2,0,https://www.fanduel.com/entry/AFIQMDBAW,
S1944243380,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,60,100,Tournament,1,0,https://www.fanduel.com/entry/AJPWJMSJQ,
S1944243333,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,56,100,Tournament,1,0,https://www.fanduel.com/entry/CCNTHXFKS,
S1944243307,nba,1/3/20,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,56,100,Tournament,1,0,https://www.fanduel.com/entry/CAYAVWVRE,
S1944243280,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/DNLCCNSCO,
S1944243240,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,61,100,Tournament,2,0,https://www.fanduel.com/entry/DICBFRJZM,
S1944243224,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,66,100,Tournament,2,0,https://www.fanduel.com/entry/CMRXOQXVU,
S1944243197,nba,1/3/20,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,61,100,Tournament,2,0,https://www.fanduel.com/entry/AOYXKJKZY,
S1944243157,nba,1/3/20,$12K Fri NBA Block (Single Entry),$60k,325,,3136,7142,Tournament,2,0,https://www.fanduel.com/entry/FFVBODAHE,
S1944243090,nba,1/3/20,$8K Fri NBA Swat (3 Entries Max),$60k,300.9,,6641,9523,Tournament,1,0,https://www.fanduel.com/entry/CLCFGUROC,
S1944243095,nba,1/3/20,$8K Fri NBA Swat (3 Entries Max),$60k,316.8,,4903,9523,Tournament,1,0,https://www.fanduel.com/entry/CKOHUDFQG,
S1944243098,nba,1/3/20,$8K Fri NBA Swat (3 Entries Max),$60k,340.8,,2276,9523,Tournament,1,0,https://www.fanduel.com/entry/CFFGXKQLU,
S1944243032,nba,1/3/20,NBA Daily Free Play,$60k,325,,9530,27110,Tournament,0,0,https://www.fanduel.com/entry/DXPGJDRPA,
S1944242504,nba,1/3/20,$11K Fri NBA Dribbler (Single Entry),$60k,285.7,,10764,13095,Tournament,1,0,https://www.fanduel.com/entry/CBLYIKOQK,
S1944194895,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,,,1,26,Tournament,2,0,https://www.fanduel.com/entry/DPORRTLHJ, endedunmatched
S1944194759,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,70,100,Tournament,2,0,https://www.fanduel.com/entry/CSAYGFGYD,
S1944194678,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,77,100,Tournament,2,0,https://www.fanduel.com/entry/ENQIPNWSP,
S1944194557,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,75,100,Tournament,2,0,https://www.fanduel.com/entry/AWLNWLMHV,
S1944194459,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,72,100,Tournament,2,0,https://www.fanduel.com/entry/AANMWTYTN,
S1944194347,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,73,100,Tournament,2,0,https://www.fanduel.com/entry/EUPBYZMJR,
S1943634780,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,79,100,Tournament,1,0,https://www.fanduel.com/entry/EMAQTAFFV,
S1943634702,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,82,100,Tournament,1,0,https://www.fanduel.com/entry/BGBVGALBV,
S1943634551,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,78,100,Tournament,1,0,https://www.fanduel.com/entry/CXJZSKOJJ,
S1943634492,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,81,100,Tournament,2,0,https://www.fanduel.com/entry/CIYPOOQMT,
S1943634433,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,81,100,Tournament,2,0,https://www.fanduel.com/entry/BLYTPGTFN,
S1943634386,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,82,100,Tournament,2,0,https://www.fanduel.com/entry/BLKWDAMDN,
S1943634325,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,77,100,Tournament,2,0,https://www.fanduel.com/entry/EMAQTHRDB,
S1943634282,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,81,100,Tournament,2,0,https://www.fanduel.com/entry/EXGPZKHJV,
S1943634237,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,80,100,Tournament,2,0,https://www.fanduel.com/entry/DVLQQTXPB,
S1943415240,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,70,100,Tournament,1,0,https://www.fanduel.com/entry/CRNALFNYL,
S1943415213,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,82,100,Tournament,1,0,https://www.fanduel.com/entry/DUJUTBCQH,
S1943415190,nba,1/2/20,50/50 League ($1 - Top 50% Win) (Main),$60k,277.2,,77,100,Tournament,1,0,https://www.fanduel.com/entry/DZEYDCFWX,
S1943415171,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,76,100,Tournament,2,0,https://www.fanduel.com/entry/DVLPSKALZ,
S1943415060,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,81,100,Tournament,2,0,https://www.fanduel.com/entry/ARQKECBZJ,
S1943415005,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,75,100,Tournament,2,0,https://www.fanduel.com/entry/AYPDMVAXJ,
S1943414940,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,76,100,Tournament,2,0,https://www.fanduel.com/entry/EQVTFRNZR,
S1943414900,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,78,100,Tournament,2,0,https://www.fanduel.com/entry/AXNINIKDB,
S1943414884,nba,1/2/20,50/50 League ($2 - Top 50% Win) (Main),$60k,277.2,,84,100,Tournament,2,0,https://www.fanduel.com/entry/BASTLJDQD,
S1943414821,nba,1/2/20,50/50 League ($5 - Top 50% Win) (Main),$60k,277.2,,78,100,Tournament,5,0,https://www.fanduel.com/entry/ADSXMXQAP,
S1943213609,nba,1/2/20,$12K Thu NBA Block (Single Entry),$60k,277.2,,3983,7142,Tournament,2,0,https://www.fanduel.com/entry/BRVRIDZGK,
S1943213573,nba,1/2/20,$8K Thu NBA Swat (3 Entries Max),$60k,290.6,,3186,9523,Tournament,1,0,https://www.fanduel.com/entry/DREKCMGJA,
S1943213575,nba,1/2/20,$8K Thu NBA Swat (3 Entries Max),$60k,292.8,,2923,9523,Tournament,1,0,https://www.fanduel.com/entry/DQQMPUULE,
S1943213576,nba,1/2/20,$8K Thu NBA Swat (3 Entries Max),$60k,276.4,,5581,9523,Tournament,1,0,https://www.fanduel.com/entry/APMUMWDNU,
S1943213545,nba,1/2/20,$12K Thu NBA Dribbler (Single Entry),$60k,279.4,,6962,14285,Tournament,1,0,https://www.fanduel.com/entry/EZYCUDAZA,
S1943213497,nba,1/2/20,NBA Daily Free Play,$60k,273.9,,14830,26630,Tournament,0,0,https://www.fanduel.com/entry/CFTDZXIZQ,
S1943076449,nba,1/1/20,50/50 League ($5 - Top 50% Win) (Main),$60k,307.5,,44,100,Tournament,5,1.66,https://www.fanduel.com/entry/DDUUWRRUY,
S1943076393,nba,1/1/20,50/50 League ($5 - Top 50% Win) (Main),$60k,307.5,,41,100,Tournament,5,2.2,https://www.fanduel.com/entry/BJVCYYGYE,
S1943075976,nba,1/1/20,50/50 League ($1 - Top 50% Win) (Main),$60k,307.5,,37,100,Tournament,1,0.66,https://www.fanduel.com/entry/EFBWXYOSQ,
S1943075886,nba,1/1/20,50/50 League ($1 - Top 50% Win) (Main),$60k,307.5,,39,100,Tournament,1,0.49,https://www.fanduel.com/entry/CPXIKKABC,
S1943075803,nba,1/1/20,50/50 League ($1 - Top 50% Win) (Main),$60k,307.5,,42,100,Tournament,1,0.41,https://www.fanduel.com/entry/EOSDSAVFW,
S1943075704,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,40,100,Tournament,2,0.92,https://www.fanduel.com/entry/CNTSLZQGY,
S1943075613,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,37,100,Tournament,2,1.26,https://www.fanduel.com/entry/EQHWEEXYA,
S1943075561,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,35,100,Tournament,2,1.2,https://www.fanduel.com/entry/DBRFDECFS,
S1943075484,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,34,100,Tournament,2,1.39,https://www.fanduel.com/entry/CCNTFLVEI,
S1943075413,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,39,100,Tournament,2,1.03,https://www.fanduel.com/entry/DVZNQNUDG,
S1943075336,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,34,100,Tournament,2,1.39,https://www.fanduel.com/entry/CQLFWXTAI,
S1942969334,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,30,100,Tournament,2,1.76,https://www.fanduel.com/entry/DLVIWDVTU,
S1942969279,nba,1/1/20,50/50 League ($2 - Top 50% Win) (Main),$60k,307.5,,26,100,Tournament,2,1.91,https://www.fanduel.com/entry/DMXDVJAQW,
S1942968961,nba,1/1/20,$10K Wed NBA Bubbly Block (Single Entry),$60k,307.5,,2895,5952,Tournament,2,0,https://www.fanduel.com/entry/AWZKYBVEK,
S1942968910,nba,1/1/20,$6K Wed NBA Swat (3 Entries Max),$60k,290.7,,5660,7142,Tournament,1,0,https://www.fanduel.com/entry/ENCKSGMPI,
S1942968912,nba,1/1/20,$6K Wed NBA Swat (3 Entries Max),$60k,309.8,,3002,7142,Tournament,1,0,https://www.fanduel.com/entry/EMAPSXOTQ,
S1942968915,nba,1/1/20,$6K Wed NBA Swat (3 Entries Max),$60k,280.8,,6322,7142,Tournament,1,0,https://www.fanduel.com/entry/EUPBNQXLE,
S1942968795,nba,1/1/20,$10K Wed NBA Dribbler (Single Entry),$60k,282.4,,10425,11904,Tournament,1,0,https://www.fanduel.com/entry/CQLFJOYZE,
S1942836280,nba,1/1/20,NBA Daily Free Play,$60k,307.5,,11569,26168,Tournament,0,0,https://www.fanduel.com/entry/DQQMHIUPC,
S1942481318,epl,1/1/20,$500 Wed EPL Corner Kick (Single Entry),$0k,159.4,,21,297,Tournament,2,6,https://www.fanduel.com/entry/BGBURKCJD,
S1942481226,epl,1/1/20,$600 Wed EPL Equalizer (Single Entry),$0k,172,,12,714,Tournament,1,6,https://www.fanduel.com/entry/DTIADIAGJ,
S1942104960,nba,12/31/19,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,44,100,Tournament,1,0.97,https://www.fanduel.com/entry/BBUOKOINR,
S1942104556,nba,12/31/19,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,39,100,Tournament,1,1.66,https://www.fanduel.com/entry/AUHXPLJPB,
S1942104469,nba,12/31/19,50/50 League ($1 - Top 50% Win) (Main),$60k,325,,37,100,Tournament,1,1.8,https://www.fanduel.com/entry/EPGATREGP,
S1942104220,nba,12/31/19,50/50 League ($2 - Top 50% Win) (Main),$60k,325,,45,100,Tournament,2,1.66,https://www.fanduel.com/entry/ACDFAXGHN,
