Entry Id,Date,Score,Entries,Entry,Winnings,Profit,Sport,Type
S1124007655,2017-01-01,135.2,5042.0,7.0,0.0,-7.0,nfl,tourney
S1129890321,2017-01-01,82.88,110080.0,2.0,0.0,-2.0,nfl,tourney
S1129826425,2017-01-01,111.5,4.0,5.0,0.0,-5.0,nfl,tourney
S1129544973,2017-01-01,97.0,4705.0,1.0,0.0,-1.0,nfl,tourney
S1129520203,2017-01-01,300.5,5.0,5.0,0.0,-5.0,nba,tourney
S1129502477,2017-01-01,111.5,100.0,25.0,0.0,-25.0,nfl,fifty
S1129502258,2017-01-01,111.5,100.0,25.0,0.0,-25.0,nfl,fifty
S1129324307,2017-01-01,111.5,20.0,10.0,0.0,-10.0,nfl,tourney
S1129319606,2017-01-01,89.54,7.0,5.0,0.0,-5.0,nfl,tourney
S1129113597,2017-01-01,300.5,23529.0,1.0,0.0,-1.0,nba,tourney
S1124007647,2017-01-01,143.24,5042.0,7.0,15.0,8.0,nfl,tourney
S1127222186,2017-01-01,111.5,29411.0,2.0,0.0,-2.0,nfl,tourney
S1127221452,2017-01-01,111.5,14117.0,5.0,0.0,-5.0,nfl,tourney
S1128121031,2017-01-01,111.5,9.0,10.0,0.0,-10.0,nfl,tourney
S1126502789,2017-01-01,79.38,176.0,1.0,0.0,-1.0,nfl,tourney
S1124007641,2017-01-01,116.44,5042.0,7.0,0.0,-7.0,nfl,tourney
S1124007581,2017-01-01,78.58,15686.0,3.0,0.0,-3.0,nfl,tourney
S1124007573,2017-01-01,103.1,15686.0,3.0,0.0,-3.0,nfl,tourney
S1124007567,2017-01-01,113.08,15686.0,3.0,0.0,-3.0,nfl,tourney
S1124007527,2017-01-01,111.5,20588.0,2.0,0.0,-2.0,nfl,tourney
S1124007436,2017-01-01,111.5,47058.0,1.0,0.0,-1.0,nfl,tourney
S1124007664,2017-01-01,91.5,5042.0,7.0,0.0,-7.0,nfl,tourney
S1126796315,2017-01-01,103.5,51764.0,25.0,0.0,-25.0,nfl,tourney
S1124007671,2017-01-01,88.14,5042.0,7.0,0.0,-7.0,nfl,tourney
S1126501610,2017-01-01,89.54,1176.0,1.0,0.0,-1.0,nfl,tourney
S1126502128,2017-01-01,81.08,1176.0,1.0,0.0,-1.0,nfl,tourney
S1126502713,2017-01-01,79.38,1176.0,1.0,0.0,-1.0,nfl,tourney
S1375272521,2018-01-01,297.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1375272523,2018-01-01,297.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1375272468,2018-01-01,297.5,10119.0,2.0,0.0,-2.0,nba,tourney
S1375272395,2018-01-01,297.5,23809.0,1.0,0.0,-1.0,nba,tourney
S1375272520,2018-01-01,297.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1648200068,2019-01-01,127.5,297.0,2.0,0.0,-2.0,epl,tourney
S1648200130,2019-01-01,105.5,476.0,1.0,0.0,-1.0,epl,tourney
S1648494695,2019-01-01,106.14,3571.0,1.0,2.0,1.0,cfb,tourney
S1648496522,2019-01-01,180.5,297.0,2.0,4.0,2.0,cbb,tourney
S1648495553,2019-01-01,65.02,595.0,1.0,0.0,-1.0,cfb,tourney
S1648495007,2019-01-01,79.1,3306.0,9.0,0.0,-9.0,cfb,tourney
S1648494927,2019-01-01,99.34,3571.0,1.0,0.0,-1.0,cfb,tourney
S1648494890,2019-01-01,107.3,3571.0,1.0,2.0,1.0,cfb,tourney
S1943075886,2020-01-01,307.5,100.0,1.0,0.49,-0.51,nba,fifty
S1943076449,2020-01-01,307.5,100.0,5.0,1.66,-3.34,nba,fifty
S1943076393,2020-01-01,307.5,100.0,5.0,2.2,-2.8,nba,fifty
S1943075976,2020-01-01,307.5,100.0,1.0,0.66,-0.33999999999999997,nba,fifty
S1943075803,2020-01-01,307.5,100.0,1.0,0.41,-0.5900000000000001,nba,fifty
S1943075613,2020-01-01,307.5,100.0,2.0,1.26,-0.74,nba,fifty
S1943075561,2020-01-01,307.5,100.0,2.0,1.2,-0.8,nba,fifty
S1943075484,2020-01-01,307.5,100.0,2.0,1.39,-0.6100000000000001,nba,fifty
S1943075704,2020-01-01,307.5,100.0,2.0,0.92,-1.08,nba,fifty
S1943075336,2020-01-01,307.5,100.0,2.0,1.39,-0.6100000000000001,nba,fifty
S1942481226,2020-01-01,172.0,714.0,1.0,6.0,5.0,epl,tourney
S1942481318,2020-01-01,159.4,297.0,2.0,6.0,4.0,epl,tourney
S1942836280,2020-01-01,307.5,26168.0,0.0,0.0,0.0,nba,tourney
S1943075413,2020-01-01,307.5,100.0,2.0,1.03,-0.97,nba,fifty
S1942968915,2020-01-01,280.8,7142.0,1.0,0.0,-1.0,nba,tourney
S1942968912,2020-01-01,309.8,7142.0,1.0,0.0,-1.0,nba,tourney
S1942968795,2020-01-01,282.4,11904.0,1.0,0.0,-1.0,nba,tourney
S1942968961,2020-01-01,307.5,5952.0,2.0,0.0,-2.0,nba,tourney
S1942969279,2020-01-01,307.5,100.0,2.0,1.91,-0.09000000000000008,nba,fifty
S1942969334,2020-01-01,307.5,100.0,2.0,1.76,-0.24,nba,fifty
S1942968910,2020-01-01,290.7,7142.0,1.0,0.0,-1.0,nba,tourney
S1137965211,2017-01-10,291.9,4.0,5.0,0.0,-5.0,nba,tourney
S1137965531,2017-01-10,291.9,11764.0,2.0,0.0,-2.0,nba,tourney
S1137965444,2017-01-10,285.3,29411.0,1.0,0.0,-1.0,nba,tourney
S1137965428,2017-01-10,295.7,29411.0,1.0,0.0,-1.0,nba,tourney
S1137965416,2017-01-10,286.2,29411.0,1.0,0.0,-1.0,nba,tourney
S1137965391,2017-01-10,291.9,35294.0,1.0,0.0,-1.0,nba,tourney
S1382839181,2018-01-10,271.7,11904.0,1.0,0.0,-1.0,nba,tourney
S1382839183,2018-01-10,265.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1382886324,2018-01-10,263.0,5952.0,1.0,0.0,-1.0,nba,tourney
S1382838642,2018-01-10,278.7,23809.0,1.0,0.0,-1.0,nba,tourney
S1382839258,2018-01-10,296.5,9523.0,2.0,0.0,-2.0,nba,tourney
S1382839185,2018-01-10,367.1,11904.0,1.0,9.0,8.0,nba,tourney
S1383122511,2018-01-10,295.6,6825.0,0.0,0.0,0.0,nba,tourney
S1656405356,2019-01-10,237.8,11904.0,1.0,0.0,-1.0,nba,tourney
S1656621605,2019-01-10,163.6,543.0,2.0,0.0,-2.0,cbb,tourney
S1656405375,2019-01-10,272.7,9523.0,2.0,0.0,-2.0,nba,tourney
S1656405355,2019-01-10,323.1,11904.0,1.0,3.0,2.0,nba,tourney
S1656405357,2019-01-10,217.7,11904.0,1.0,0.0,-1.0,nba,tourney
S1656405281,2019-01-10,312.8,20238.0,1.0,2.0,1.0,nba,tourney
S1953200675,2020-01-10,355.3,100.0,1.0,0.0,-1.0,nba,fifty
S1953101461,2020-01-10,355.3,100.0,2.0,1.2,-0.8,nba,fifty
S1953101472,2020-01-10,355.3,100.0,1.0,1.8,0.8,nba,fifty
S1953101483,2020-01-10,355.3,100.0,1.0,1.8,0.8,nba,fifty
S1953101493,2020-01-10,355.3,100.0,1.0,1.8,0.8,nba,fifty
S1953200464,2020-01-10,355.3,100.0,5.0,9.0,4.0,nba,fifty
S1953200511,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953200588,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953200562,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953200700,2020-01-10,355.3,100.0,1.0,1.8,0.8,nba,fifty
S1953200618,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953200654,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953101451,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953200534,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1953101443,2020-01-10,355.3,100.0,2.0,3.6,1.6,nba,fifty
S1952925068,2020-01-10,355.3,7142.0,2.0,5.0,3.0,nba,tourney
S1953101422,2020-01-10,355.3,100.0,2.0,3.6,1.6,nba,fifty
S1953200721,2020-01-10,355.3,100.0,1.0,0.0,-1.0,nba,fifty
S1953101432,2020-01-10,355.3,100.0,2.0,0.0,-2.0,nba,fifty
S1952924967,2020-01-10,362.9,26930.0,0.0,0.0,0.0,nba,tourney
S1952925004,2020-01-10,362.9,13095.0,1.0,3.0,2.0,nba,tourney
S1953662033,2020-01-10,161.8,148.0,2.0,0.0,-2.0,cbb,tourney
S1952925037,2020-01-10,362.9,9523.0,1.0,2.5,1.5,nba,tourney
S1952925036,2020-01-10,362.9,9523.0,1.0,2.5,1.5,nba,tourney
S1953101415,2020-01-10,355.3,100.0,2.0,3.6,1.6,nba,fifty
S1952925038,2020-01-10,362.9,9523.0,1.0,2.5,1.5,nba,tourney
S1138761181,2017-01-11,287.7,4.0,5.0,0.0,-5.0,nba,tourney
S1138534099,2017-01-11,288.7,29411.0,1.0,0.0,-1.0,nba,tourney
S1138534085,2017-01-11,270.1,29411.0,1.0,0.0,-1.0,nba,tourney
S1138534067,2017-01-11,297.9,29411.0,1.0,0.0,-1.0,nba,tourney
S1138533947,2017-01-11,287.7,29411.0,1.0,0.0,-1.0,nba,tourney
S1138534128,2017-01-11,287.7,11764.0,2.0,0.0,-2.0,nba,tourney
S1383600812,2018-01-11,223.9,23809.0,1.0,0.0,-1.0,nba,tourney
S1383601086,2018-01-11,281.5,10714.0,2.0,6.0,4.0,nba,tourney
S1383601033,2018-01-11,302.3,11904.0,1.0,6.0,5.0,nba,tourney
S1383601036,2018-01-11,252.9,11904.0,1.0,0.0,-1.0,nba,tourney
S1383601032,2018-01-11,264.7,11904.0,1.0,2.0,1.0,nba,tourney
S1657148775,2019-01-11,296.7,9523.0,2.0,0.0,-2.0,nba,tourney
S1657148724,2019-01-11,296.7,11904.0,1.0,0.0,-1.0,nba,tourney
S1657148725,2019-01-11,296.7,11904.0,1.0,0.0,-1.0,nba,tourney
S1657148726,2019-01-11,296.7,11904.0,1.0,0.0,-1.0,nba,tourney
S1657148609,2019-01-11,213.6,20238.0,1.0,0.0,-1.0,nba,tourney
S1949805092,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1949805074,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1950472329,2020-01-11,143.9,2.0,1.0,1.8,0.8,nfl,tourney
S1949803682,2020-01-11,115.5,29761.0,2.0,0.0,-2.0,nfl,tourney
S1949803684,2020-01-11,131.04,29761.0,2.0,0.0,-2.0,nfl,tourney
S1949803685,2020-01-11,107.92,29761.0,2.0,0.0,-2.0,nfl,tourney
S1949803680,2020-01-11,122.38,29761.0,2.0,0.0,-2.0,nfl,tourney
S1949803681,2020-01-11,106.94,29761.0,2.0,0.0,-2.0,nfl,tourney
S1949803499,2020-01-11,127.7,7142.0,5.0,0.0,-5.0,nfl,tourney
S1949803439,2020-01-11,103.9,21428.0,1.0,0.0,-1.0,nfl,tourney
S1949804964,2020-01-11,143.9,100.0,10.0,18.0,8.0,nfl,fifty
S1949804853,2020-01-11,143.9,2941.0,10.0,20.0,10.0,nfl,tourney
S1949805111,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1949805209,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1950472198,2020-01-11,143.9,2.0,2.0,3.6,1.6,nfl,tourney
S1950472026,2020-01-11,143.9,2.0,2.0,3.6,1.6,nfl,tourney
S1950471741,2020-01-11,143.9,2.0,5.0,0.0,-5.0,nfl,tourney
S1949806090,2020-01-11,143.9,100.0,1.0,1.8,0.8,nfl,fifty
S1949806057,2020-01-11,143.9,100.0,1.0,1.8,0.8,nfl,fifty
S1949805992,2020-01-11,143.9,100.0,1.0,1.8,0.8,nfl,fifty
S1949805152,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1949805923,2020-01-11,143.9,100.0,1.0,1.8,0.8,nfl,fifty
S1949805642,2020-01-11,143.9,100.0,1.0,1.8,0.8,nfl,fifty
S1949805561,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805447,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805363,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805311,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805269,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1949805793,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805502,2020-01-11,143.9,100.0,2.0,3.6,1.6,nfl,fifty
S1949805131,2020-01-11,143.9,100.0,5.0,9.0,4.0,nfl,fifty
S1139400558,2017-01-12,284.2,35294.0,1.0,0.0,-1.0,nba,tourney
S1139400771,2017-01-12,313.9,29411.0,1.0,4.0,3.0,nba,tourney
S1139400775,2017-01-12,296.0,29411.0,1.0,2.0,1.0,nba,tourney
S1139400781,2017-01-12,290.9,29411.0,1.0,2.0,1.0,nba,tourney
S1139400797,2017-01-12,284.2,11764.0,2.0,0.0,-2.0,nba,tourney
S1139643229,2017-01-12,284.2,5.0,5.0,0.0,-5.0,nba,tourney
S1384500582,2018-01-12,282.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1384500584,2018-01-12,282.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1384500583,2018-01-12,282.5,11904.0,1.0,0.0,-1.0,nba,tourney
S1384500635,2018-01-12,282.5,7738.0,2.0,0.0,-2.0,nba,tourney
S1384790605,2018-01-12,312.4,4648.0,1.0,3.0,2.0,nba,tourney
S1384499174,2018-01-12,282.5,21428.0,1.0,0.0,-1.0,nba,tourney
S1656403895,2019-01-12,79.5,591.0,2.0,0.0,-2.0,epl,tourney
S1657987166,2019-01-12,103.02,100.0,10.0,0.0,-10.0,nfl,fifty
S1657987097,2019-01-12,103.02,100.0,10.0,0.0,-10.0,nfl,fifty
S1657736471,2019-01-12,118.02,10637.0,0.0,0.25,0.25,nfl,tourney
S1656638809,2019-01-12,103.02,100.0,10.0,0.0,-10.0,nfl,fifty
S1656403749,2019-01-12,59.0,870.0,1.0,0.0,-1.0,epl,tourney
S1657987213,2019-01-12,103.02,100.0,10.0,0.0,-10.0,nfl,fifty
S1654469553,2019-01-12,113.64,29762.0,2.0,0.0,-2.0,nfl,tourney
S1654469439,2019-01-12,86.04,8333.0,5.0,0.0,-5.0,nfl,tourney
S1654469297,2019-01-12,86.04,23809.0,1.0,0.0,-1.0,nfl,tourney
S1654469045,2019-01-12,118.02,2352.0,10.0,25.0,15.0,nfl,tourney
S1654469032,2019-01-12,75.02,7142.0,5.0,0.0,-5.0,nfl,tourney
S1654469015,2019-01-12,101.74,7738.0,2.0,0.0,-2.0,nfl,tourney
S1654468986,2019-01-12,118.02,14285.0,1.0,3.0,2.0,nfl,tourney
S1654469450,2019-01-12,103.02,2941.0,10.0,0.0,-10.0,nfl,tourney
S1140222268,2017-01-13,253.6,33731.0,1.0,0.0,-1.0,nba,tourney
S1141053614,2017-01-13,246.7,3687.0,5.0,0.0,-5.0,nba,tourney
S1140222336,2017-01-13,253.6,12577.0,2.0,0.0,-2.0,nba,tourney
S1140481968,2017-01-13,253.6,5.0,5.0,0.0,-5.0,nba,tourney
S1140939548,2017-01-13,263.0,108.0,1.0,0.0,-1.0,nba,tourney
S1140222365,2017-01-13,271.1,29411.0,1.0,0.0,-1.0,nba,tourney
S1140222370,2017-01-13,247.3,29411.0,1.0,0.0,-1.0,nba,tourney
S1140222380,2017-01-13,263.0,29411.0,1.0,0.0,-1.0,nba,tourney
S1140877178,2017-01-13,253.6,100.0,25.0,0.0,-25.0,nba,fifty
S1381583293,2018-01-13,89.66,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583295,2018-01-13,115.92,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583297,2018-01-13,105.26,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583300,2018-01-13,87.16,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583303,2018-01-13,114.92,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583305,2018-01-13,124.62,23809.0,2.0,4.0,2.0,nfl,tourney
S1381583291,2018-01-13,117.18,23809.0,2.0,0.0,-2.0,nfl,tourney
S1381583151,2018-01-13,89.66,2857.0,5.0,0.0,-5.0,nfl,tourney
S1381582884,2018-01-13,117.18,11904.0,1.0,0.0,-1.0,nfl,tourney
S1385416450,2018-01-13,270.7,5952.0,2.0,0.0,-2.0,nba,tourney
S1384529146,2018-01-13,105.26,5.0,2.0,0.0,-2.0,nfl,tourney
S1385416439,2018-01-13,216.5,5952.0,1.0,0.0,-1.0,nba,tourney
S1385416437,2018-01-13,309.2,5952.0,1.0,2.5,1.5,nba,tourney
S1385416438,2018-01-13,253.4,5952.0,1.0,0.0,-1.0,nba,tourney
S1385416407,2018-01-13,265.2,14285.0,1.0,0.0,-1.0,nba,tourney
S1385415545,2018-01-13,222.9,1785.0,2.0,0.0,-2.0,nba,tourney
S1385415514,2018-01-13,226.9,3571.0,1.0,0.0,-1.0,nba,tourney
S1385415516,2018-01-13,244.7,3571.0,1.0,0.0,-1.0,nba,tourney
S1385415517,2018-01-13,230.1,3571.0,1.0,0.0,-1.0,nba,tourney
S1385242709,2018-01-13,222.9,5952.0,1.0,0.0,-1.0,nba,tourney
S1383461394,2018-01-13,102.6,8929.0,2.0,0.0,-2.0,nfl,tourney
S1384529046,2018-01-13,115.92,9.0,5.0,0.0,-5.0,nfl,tourney
S1654469842,2019-01-13,113.04,16666.0,1.0,2.0,1.0,nfl,tourney
S1654469941,2019-01-13,79.64,8928.0,2.0,0.0,-2.0,nfl,tourney
S1654469995,2019-01-13,99.34,2823.0,10.0,0.0,-10.0,nfl,tourney
S1654469975,2019-01-13,87.84,8333.0,5.0,0.0,-5.0,nfl,tourney
S1958357978,2020-01-13,291.7,297.0,1.0,0.0,-1.0,nba,tourney
S1958357800,2020-01-13,251.8,27445.0,0.0,0.0,0.0,nba,tourney
S1953662603,2020-01-13,96.91,5952.0,1.0,0.0,-1.0,cfb,tourney
S1958488995,2020-01-13,312.4,100.0,1.0,0.0,-1.0,nba,fifty
S1958488751,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958488668,2020-01-13,312.4,100.0,2.0,1.6,-0.3999999999999999,nba,fifty
S1958488583,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958489163,2020-01-13,312.4,100.0,1.0,0.45,-0.55,nba,fifty
S1958489581,2020-01-13,312.4,2.0,2.0,0.0,-2.0,nba,tourney
S1958489669,2020-01-13,312.4,2.0,2.0,3.6,1.6,nba,tourney
S1958489825,2020-01-13,312.4,2.0,1.0,0.0,-1.0,nba,tourney
S1958488409,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958488352,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958359887,2020-01-13,312.4,100.0,1.0,0.0,-1.0,nba,fifty
S1958359764,2020-01-13,312.4,100.0,1.0,0.0,-1.0,nba,fifty
S1958359672,2020-01-13,312.4,100.0,1.0,0.0,-1.0,nba,fifty
S1958488903,2020-01-13,312.4,100.0,1.0,0.0,-1.0,nba,fifty
S1958359474,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958359552,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958359345,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958357602,2020-01-13,251.8,11904.0,1.0,0.0,-1.0,nba,tourney
S1958357765,2020-01-13,312.4,6547.0,2.0,0.0,-2.0,nba,tourney
S1958359006,2020-01-13,312.4,100.0,5.0,2.57,-2.43,nba,fifty
S1958359254,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958359414,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1958488823,2020-01-13,312.4,100.0,2.0,0.0,-2.0,nba,fifty
S1140436768,2017-01-14,141.98,20.0,10.0,0.0,-10.0,nfl,tourney
S1140818950,2017-01-14,179.25,6969.0,3.0,6.0,3.0,epl,tourney
S1140818920,2017-01-14,171.25,6969.0,3.0,0.0,-3.0,epl,tourney
S1140818896,2017-01-14,149.0,6969.0,3.0,0.0,-3.0,epl,tourney
S1140818804,2017-01-14,155.5,1051.0,2.0,0.0,-2.0,epl,tourney
S1141565429,2017-01-14,155.5,6969.0,3.0,0.0,-3.0,epl,tourney
S1141565398,2017-01-14,153.25,6969.0,3.0,0.0,-3.0,epl,tourney
S1138016261,2017-01-14,147.54,11764.0,5.0,10.0,5.0,nfl,tourney
S1138016209,2017-01-14,107.42,15686.0,3.0,0.0,-3.0,nfl,tourney
S1138016203,2017-01-14,141.98,15686.0,3.0,6.0,3.0,nfl,tourney
S1141088731,2017-01-14,276.1,29411.0,1.0,0.0,-1.0,nba,tourney
S1138016188,2017-01-14,138.32,15686.0,3.0,6.0,3.0,nfl,tourney
S1138016126,2017-01-14,142.84,47058.0,1.0,2.5,1.5,nfl,tourney
S1140818637,2017-01-14,153.25,2352.0,1.0,0.0,-1.0,epl,tourney
S1141534326,2017-01-14,153.25,20.0,5.0,0.0,-5.0,epl,fifty
S1139675371,2017-01-14,138.32,9.0,10.0,40.0,30.0,nfl,tourney
S1141533952,2017-01-14,153.25,100.0,5.0,0.0,-5.0,epl,fifty
S1141533860,2017-01-14,153.25,100.0,2.0,0.0,-2.0,epl,fifty
S1141533770,2017-01-14,153.25,100.0,2.0,0.0,-2.0,epl,fifty
S1141533679,2017-01-14,153.25,100.0,1.0,0.0,-1.0,epl,fifty
S1141408877,2017-01-14,153.25,2.0,5.0,9.0,4.0,epl,tourney
S1138016149,2017-01-14,147.54,23529.0,2.0,6.0,4.0,nfl,tourney
S1138015785,2017-01-14,147.54,10.0,10.0,45.0,35.0,nfl,tourney
S1387180540,2018-01-14,245.5,297.0,1.0,0.0,-1.0,nba,tourney
S1660801508,2019-01-14,335.0,11904.0,1.0,5.0,4.0,nba,tourney
S1660801579,2019-01-14,250.6,8928.0,2.0,0.0,-2.0,nba,tourney
S1660801512,2019-01-14,239.0,11904.0,1.0,0.0,-1.0,nba,tourney
S1660801108,2019-01-14,247.2,17857.0,1.0,0.0,-1.0,nba,tourney
S1660801506,2019-01-14,296.0,11904.0,1.0,0.0,-1.0,nba,tourney
S1959700432,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959700291,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959700134,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959700004,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959699900,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959699796,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959699703,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959699599,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959699466,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959594266,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959594176,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959594097,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959594368,2020-01-14,291.2,100.0,1.0,1.8,0.8,nba,fifty
S1959593829,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959555910,2020-01-14,291.2,28577.0,0.0,0.0,0.0,nba,tourney
S1959592503,2020-01-14,327.3,13095.0,1.0,4.0,3.0,nba,tourney
S1959593923,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959592711,2020-01-14,359.5,8333.0,1.0,15.0,14.0,nba,tourney
S1959592707,2020-01-14,351.2,8333.0,1.0,8.0,7.0,nba,tourney
S1959592803,2020-01-14,291.2,7142.0,2.0,4.0,2.0,nba,tourney
S1959592698,2020-01-14,312.5,8333.0,1.0,2.5,1.5,nba,tourney
S1959593165,2020-01-14,291.2,100.0,5.0,9.0,4.0,nba,fifty
S1959593490,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959593625,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959593728,2020-01-14,291.2,100.0,2.0,3.6,1.6,nba,fifty
S1959593060,2020-01-14,291.2,100.0,5.0,9.0,4.0,nba,fifty
S1387319686,2018-01-15,251.0,5952.0,1.0,0.0,-1.0,nba,tourney
S1387318275,2018-01-15,285.9,10714.0,1.0,2.0,1.0,nba,tourney
S1387318326,2018-01-15,293.0,4761.0,1.0,2.5,1.5,nba,tourney
S1387318323,2018-01-15,312.3,4761.0,1.0,6.0,5.0,nba,tourney
S1387318327,2018-01-15,248.3,4761.0,1.0,0.0,-1.0,nba,tourney
S1387318353,2018-01-15,263.9,3570.0,2.0,0.0,-2.0,nba,tourney
S1387319617,2018-01-15,238.5,16666.0,1.0,0.0,-1.0,nba,tourney
S1387319687,2018-01-15,226.4,5952.0,1.0,0.0,-1.0,nba,tourney
S1387319717,2018-01-15,281.1,5357.0,2.0,0.0,-2.0,nba,tourney
S1387319689,2018-01-15,256.7,5952.0,1.0,0.0,-1.0,nba,tourney
S1661659104,2019-01-15,249.1,10714.0,2.0,0.0,-2.0,nba,tourney
S1661659085,2019-01-15,301.0,11904.0,1.0,2.5,1.5,nba,tourney
S1661659084,2019-01-15,221.0,11904.0,1.0,0.0,-1.0,nba,tourney
S1661949978,2019-01-15,108.7,5255.0,0.0,0.0,0.0,nhl,tourney
S1661659089,2019-01-15,196.9,11904.0,1.0,0.0,-1.0,nba,tourney
S1661659022,2019-01-15,275.7,20238.0,1.0,0.0,-1.0,nba,tourney
S1960512599,2020-01-15,305.8,7142.0,1.0,0.0,-1.0,nba,tourney
S1960512428,2020-01-15,322.2,7142.0,2.0,0.0,-2.0,nba,tourney
S1960512603,2020-01-15,314.5,7142.0,1.0,0.0,-1.0,nba,tourney
S1960512305,2020-01-15,318.7,13095.0,1.0,0.0,-1.0,nba,tourney
S1960512608,2020-01-15,322.2,7142.0,1.0,0.0,-1.0,nba,tourney
S1960512053,2020-01-15,322.2,27786.0,0.0,0.0,0.0,nba,tourney
S1960513927,2020-01-15,322.2,100.0,5.0,9.0,4.0,nba,fifty
S1960513581,2020-01-15,322.2,100.0,1.0,1.8,0.8,nba,fifty
S1960513835,2020-01-15,322.2,100.0,5.0,0.0,-5.0,nba,fifty
S1960513392,2020-01-15,322.2,100.0,1.0,0.0,-1.0,nba,fifty
S1960513269,2020-01-15,322.2,100.0,2.0,3.6,1.6,nba,fifty
S1960513147,2020-01-15,322.2,100.0,2.0,0.0,-2.0,nba,fifty
S1960513074,2020-01-15,322.2,100.0,2.0,0.0,-2.0,nba,fifty
S1960512989,2020-01-15,322.2,100.0,2.0,0.0,-2.0,nba,fifty
S1960512886,2020-01-15,322.2,100.0,2.0,0.0,-2.0,nba,fifty
S1960512801,2020-01-15,322.2,100.0,2.0,0.0,-2.0,nba,fifty
S1960513462,2020-01-15,322.2,100.0,1.0,0.0,-1.0,nba,fifty
S1143401862,2017-01-16,309.2,11764.0,1.0,3.0,2.0,nba,tourney
S1143999797,2017-01-16,229.9,20588.0,2.0,0.0,-2.0,nba,tourney
S1143401843,2017-01-16,300.6,22528.0,1.0,2.0,1.0,nba,tourney
S1143401867,2017-01-16,301.9,11764.0,1.0,2.0,1.0,nba,tourney
S1143401871,2017-01-16,287.3,11764.0,1.0,0.0,-1.0,nba,tourney
S1143716670,2017-01-16,300.6,5.0,5.0,0.0,-5.0,nba,tourney
