Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1472223106,mlb,2018/05/28,$4K Mon MLB Stolen Base (Single Entry),$35k,153.90,,369,2380,Tournament,2,4.00,https://www.fanduel.com/entry/AJKLGSOPK,
S1472222919,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max),$35k,153.90,,541,3571,Tournament,1,2.00,https://www.fanduel.com/entry/ARKZOQSKM,
S1472222922,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max),$35k,153.90,,541,3571,Tournament,1,2.00,https://www.fanduel.com/entry/AUQKMRLXO,
S1472222923,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max),$35k,153.90,,541,3571,Tournament,1,2.00,https://www.fanduel.com/entry/AUCMZZZZS,
S1472222738,mlb,2018/05/28,$7K Mon MLB Bunt (Single Entry_ Next Fan Up Challenge),$35k,153.90,,977,8333,Tournament,1,2.50,https://www.fanduel.com/entry/CVOVTDVSI,
S1471863104,mlb,2018/05/28,$5K Mon MLB Stolen Base (Single Entry_ Early Only),$35k,106.90,,1588,2976,Tournament,2,0,https://www.fanduel.com/entry/DOHLCDWSC,
S1471863054,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max_ Early Only),$35k,127.30,,997,3571,Tournament,1,0,https://www.fanduel.com/entry/ALOAMPYGS,
S1471863055,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max_ Early Only),$35k,66.90,,3345,3571,Tournament,1,0,https://www.fanduel.com/entry/ALACZYMIW,
S1471863058,mlb,2018/05/28,$3K Mon MLB Sac Fly (3 Entries Max_ Early Only),$35k,69,,3295,3571,Tournament,1,0,https://www.fanduel.com/entry/AGEZPXJCG,
S1471862946,mlb,2018/05/28,$6K Mon MLB Bunt (Single Entry_ Early Only),$35k,106.90,,3646,7142,Tournament,1,0,https://www.fanduel.com/entry/EPOMYKGMG,
S1471511450,nba,2018/05/27,$12K Sun NBA Dribbler (Single Entry_ CLE @ BOS),$60k,220.64,,8032,14285,Tournament,1,0,https://www.fanduel.com/entry/BSEDOPUVZ,
S1471511116,mlb,2018/05/27,$5K Sun MLB Stolen Base (Single Entry),$35k,157,,133,2976,Tournament,2,6.00,https://www.fanduel.com/entry/EZEUBFYSX,
S1471511097,mlb,2018/05/27,$3K Sun MLB Sac Fly (3 Entries Max),$35k,125.10,,843,3571,Tournament,1,0,https://www.fanduel.com/entry/EBRAPRUJR,
S1471511098,mlb,2018/05/27,$3K Sun MLB Sac Fly (3 Entries Max),$35k,92.80,,2475,3571,Tournament,1,0,https://www.fanduel.com/entry/EBDDDAILV,
S1471511100,mlb,2018/05/27,$3K Sun MLB Sac Fly (3 Entries Max),$35k,82.80,,2837,3571,Tournament,1,0,https://www.fanduel.com/entry/FENUXYNXJ,
S1471511049,mlb,2018/05/27,$12K Sun MLB Bunt (Single Entry_ Next Fan Up Challenge),$35k,114,,3941,10509,Tournament,1,0,https://www.fanduel.com/entry/ASMUJGPAH,
S1470981859,mlb,2018/05/26,$3K Sat MLB Stolen Base (Single Entry),$35k,64.60,,1734,1785,Tournament,2,0,https://www.fanduel.com/entry/ARYWUWJTJ,
S1470981828,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max),$35k,64.60,,3431,3571,Tournament,1,0,https://www.fanduel.com/entry/BJBUKJBCL,
S1470981829,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max),$35k,64.60,,3431,3571,Tournament,1,0,https://www.fanduel.com/entry/BINWXRPEP,
S1470981831,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max),$35k,64.60,,3431,3571,Tournament,1,0,https://www.fanduel.com/entry/BMHFIJUPN,
S1470981764,mlb,2018/05/26,$12K Sat MLB Bunt (Single Entry_ Next Fan Up Challenge),$35k,64.60,,10891,11242,Tournament,1,0,https://www.fanduel.com/entry/CCIHYJVEH,
S1470980793,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,42.90,,3549,3571,Tournament,1,0,https://www.fanduel.com/entry/AAIBTDLIH,
S1470980795,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,42.90,,3549,3571,Tournament,1,0,https://www.fanduel.com/entry/AEBKDVQTF,
S1470980797,mlb,2018/05/26,$3K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,42.90,,3549,3571,Tournament,1,0,https://www.fanduel.com/entry/ADNMREEVJ,
S1470980763,mlb,2018/05/26,$4K Sat MLB Stolen Base (Single Entry_ Early Only),$35k,42.90,,2365,2380,Tournament,2,0,https://www.fanduel.com/entry/ECEYGFXWL,
S1470980702,mlb,2018/05/26,$6K Sat MLB Bunt (Single Entry_ Early Only),$35k,42.90,,7089,7142,Tournament,1,0,https://www.fanduel.com/entry/CSXIBXRIP,
S1470348693,nba,2018/05/25,$11K Fri NBA Dribbler (Single Entry_ BOS @ CLE),$60k,150.52,,12103,13095,Tournament,1,0,https://www.fanduel.com/entry/AWGCKQKYF,
S1470348360,mlb,2018/05/25,$5K Weekly Home Run Challenge Day 5 of 7,$0k,1,,10871,41219,Tournament,0,0,https://www.fanduel.com/entry/CQTRVBHSV,
S1470348182,mlb,2018/05/25,$7K Fri MLB Stolen Base (Single Entry),$35k,98.30,,3025,4166,Tournament,2,0,https://www.fanduel.com/entry/DOHLHAQXX,
S1470348179,mlb,2018/05/25,$3K Fri MLB Sac Fly (3 Entries Max),$35k,119.50,,1726,3571,Tournament,1,0,https://www.fanduel.com/entry/FFPPTHBGV,
S1470348177,mlb,2018/05/25,$3K Fri MLB Sac Fly (3 Entries Max),$35k,97.80,,2644,3571,Tournament,1,0,https://www.fanduel.com/entry/FGRKSPZCN,
S1470348178,mlb,2018/05/25,$3K Fri MLB Sac Fly (3 Entries Max),$35k,120.10,,1681,3571,Tournament,1,0,https://www.fanduel.com/entry/FGDNFYNER,
S1470348159,mlb,2018/05/25,$8K Fri MLB Bunt (Single Entry_ Next Fan Up Challenge),$35k,85,,7935,9523,Tournament,1,0,https://www.fanduel.com/entry/DSOREKIGR,
S1470246186,ucl,2018/05/26,$1K Sat UCL Corner Kick (Single Entry_ LIV @ RMD),$0k,96.76,,91,595,Tournament,2,4.00,https://www.fanduel.com/entry/BJBUTGFVI,
S1469837064,mlb,2018/05/24,$4500 Thu MLB Stolen Base (Single Entry),$35k,135.60,,139,2678,Tournament,2,6.00,https://www.fanduel.com/entry/DQYYGMLTL,
S1469837051,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max),$35k,81.40,,1769,3571,Tournament,1,0,https://www.fanduel.com/entry/ALOAFSYRL,
S1469837052,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max),$35k,135.60,,211,3571,Tournament,1,3.00,https://www.fanduel.com/entry/ALACTBMTP,
S1469837053,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max),$35k,135.60,,211,3571,Tournament,1,3.00,https://www.fanduel.com/entry/AGEZJAJMZ,
S1469837027,mlb,2018/05/24,$7K Thu MLB Bunt (Single Entry),$35k,135.60,,433,8333,Tournament,1,3.00,https://www.fanduel.com/entry/DWHZDFAXX,
S1469836596,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max_ Early Only),$35k,210.20,,119,3571,Tournament,1,3.00,https://www.fanduel.com/entry/BANHWVGGJ,
S1469836598,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max_ Early Only),$35k,210.20,,119,3571,Tournament,1,3.00,https://www.fanduel.com/entry/BDSSUVZTL,
S1469836595,mlb,2018/05/24,$3K Thu MLB Sac Fly (3 Entries Max_ Early Only),$35k,83.80,,3215,3571,Tournament,1,0,https://www.fanduel.com/entry/BBBFJMSEF,
S1469836553,mlb,2018/05/24,$5K Thu MLB Bunt (Single Entry_ Early Only),$35k,210.20,,194,5952,Tournament,1,5.00,https://www.fanduel.com/entry/DHWOZUHXD,
S1469099232,mlb,2018/05/23,$5K Wed MLB Stolen Base (Single Entry),$35k,91.90,,2424,2976,Tournament,2,0,https://www.fanduel.com/entry/DJMHUODKI,
S1469099214,mlb,2018/05/23,$4K Wed MLB Sac Fly (3 Entries Max),$35k,134,,1389,4761,Tournament,1,0,https://www.fanduel.com/entry/DNFQFGIVG,
S1469099215,mlb,2018/05/23,$4K Wed MLB Sac Fly (3 Entries Max),$35k,122.60,,2021,4761,Tournament,1,0,https://www.fanduel.com/entry/DMRSSOWXK,
S1469099217,mlb,2018/05/23,$4K Wed MLB Sac Fly (3 Entries Max),$35k,154.40,,478,4761,Tournament,1,2.00,https://www.fanduel.com/entry/DMDVFXKZO,
S1469099155,mlb,2018/05/23,$8K Wed MLB Bunt (Single Entry),$35k,91.90,,7552,9523,Tournament,1,0,https://www.fanduel.com/entry/AYJSHTGAI,
S1469098058,mlb,2018/05/23,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,89.20,,1928,2380,Tournament,1,0,https://www.fanduel.com/entry/DWVXAIRYU,
S1469098061,mlb,2018/05/23,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,75.30,,2210,2380,Tournament,1,0,https://www.fanduel.com/entry/DSATQHOSE,
S1469098062,mlb,2018/05/23,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,83.80,,2073,2380,Tournament,1,0,https://www.fanduel.com/entry/DRMWDQCUI,
S1469098008,mlb,2018/05/23,$5K Wed MLB Bunt (Single Entry_ Early Only),$35k,101.90,,3852,5952,Tournament,1,0,https://www.fanduel.com/entry/CKWTKRDVS,
S1468839340,mlb,2018/05/22,$5K Weekly Home Run Challenge Day 2 of 7,$0k,0,,32048,52988,Tournament,0,0,https://www.fanduel.com/entry/AXVUUQPHC,
S1468304275,mlb,2018/05/22,$7K Tue MLB Stolen Base (Single Entry),$35k,69.90,,3803,4166,Tournament,2,0,https://www.fanduel.com/entry/FCYCLQSDW,
S1468304244,mlb,2018/05/22,$3K Tue MLB Sac Fly (3 Entries Max),$35k,88.60,,2587,3571,Tournament,1,0,https://www.fanduel.com/entry/ALADIZJWU,
S1468304248,mlb,2018/05/22,$3K Tue MLB Sac Fly (3 Entries Max),$35k,104.90,,1604,3571,Tournament,1,0,https://www.fanduel.com/entry/AFDEZPIUM,
S1468304249,mlb,2018/05/22,$3K Tue MLB Sac Fly (3 Entries Max),$35k,60.20,,3436,3571,Tournament,1,0,https://www.fanduel.com/entry/AEPHMXWWQ,
S1468304192,mlb,2018/05/22,$8K Tue MLB Bunt (Single Entry),$35k,91.90,,6163,9523,Tournament,1,0,https://www.fanduel.com/entry/CCWFIAZCE,
S1467735910,mlb,2018/05/21,$8K Mon MLB Stolen Base (Single Entry),$35k,176.30,,709,4761,Tournament,2,4.00,https://www.fanduel.com/entry/DMDVFEUHP,
S1467735731,mlb,2018/05/21,$4K Mon MLB Sac Fly (3 Entries Max),$35k,140.50,,2072,4761,Tournament,1,0,https://www.fanduel.com/entry/BRQFUTXMZ,
S1467735732,mlb,2018/05/21,$4K Mon MLB Sac Fly (3 Entries Max),$35k,138.60,,2168,4761,Tournament,1,0,https://www.fanduel.com/entry/BUVQSURAB,
S1467735735,mlb,2018/05/21,$4K Mon MLB Sac Fly (3 Entries Max),$35k,105.30,,3787,4761,Tournament,1,0,https://www.fanduel.com/entry/BUHTGDFCF,
S1467735668,mlb,2018/05/21,$9K Mon MLB Bunt (Single Entry),$35k,154.70,,2942,10714,Tournament,1,0,https://www.fanduel.com/entry/CJUYJLTTD,
S1467249348,nba,2018/05/20,$3K Sun NBA Dime (Single Entry_ HOU @ GS),$60k,216.82,,183,352,Tournament,10,0,https://www.fanduel.com/entry/AQXBVYQRC,
S1467249142,mlb,2018/05/20,$6K Sun MLB Stolen Base (Single Entry),$35k,64.20,,3328,3570,Tournament,2,0,https://www.fanduel.com/entry/CLKRGUSHO,
S1467249135,mlb,2018/05/20,$4K Sun MLB Sac Fly (3 Entries Max),$35k,64.20,,4454,4761,Tournament,1,0,https://www.fanduel.com/entry/COQCEVLUQ,
S1467249136,mlb,2018/05/20,$4K Sun MLB Sac Fly (3 Entries Max),$35k,64.20,,4454,4761,Tournament,1,0,https://www.fanduel.com/entry/CJUYUUIOA,
S1467249137,mlb,2018/05/20,$4K Sun MLB Sac Fly (3 Entries Max),$35k,64.20,,4454,4761,Tournament,1,0,https://www.fanduel.com/entry/CJHBICWQE,
S1467249109,mlb,2018/05/20,$7K Sun MLB Bunt (Single Entry),$35k,64.20,,7697,8333,Tournament,1,0,https://www.fanduel.com/entry/BQANTYJPS,
S1466657869,mlb,2018/05/19,$4K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,73.80,,4203,4761,Tournament,1,0,https://www.fanduel.com/entry/CJUZANMKZ,
S1466657871,mlb,2018/05/19,$4K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,116.10,,1221,4761,Tournament,1,0,https://www.fanduel.com/entry/CJHBNWAND,
S1466657868,mlb,2018/05/19,$4K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,106.40,,1944,4761,Tournament,1,0,https://www.fanduel.com/entry/COQCKOPRP,
S1466657767,mlb,2018/05/19,$6K Sat MLB Bunt (Single Entry_ Early Only),$35k,83.60,,5378,7142,Tournament,1,0,https://www.fanduel.com/entry/DXJVCFKHP,
S1466381430,nba,2018/05/19,$2500 Sat NBA Dime (Single Entry_ BOS @ CLE),$60k,208.65,,145,294,Tournament,10,0,https://www.fanduel.com/entry/BZQUXFGSN,
S1466243070,mlb,2018/05/18,$10K Fri MLB Stolen Base (Single Entry),$35k,105.90,,3579,5952,Tournament,2,0,https://www.fanduel.com/entry/EWNHHFVQH,
S1466243044,mlb,2018/05/18,$5K Fri MLB Sac Fly (3 Entries Max),$35k,144.20,,1460,5952,Tournament,1,0,https://www.fanduel.com/entry/ARYXIUBMX,
S1466243045,mlb,2018/05/18,$5K Fri MLB Sac Fly (3 Entries Max),$35k,178.80,,388,5952,Tournament,1,2.00,https://www.fanduel.com/entry/ARKZWCPPB,
S1466243047,mlb,2018/05/18,$5K Fri MLB Sac Fly (3 Entries Max),$35k,76,,5160,5952,Tournament,1,0,https://www.fanduel.com/entry/AVEIGUUZZ,
S1466243012,mlb,2018/05/18,$10K Fri MLB Bunt (Single Entry),$35k,105.90,,6859,11904,Tournament,1,0,https://www.fanduel.com/entry/CMMMTEYHN,
S1466043479,mlb,2018/05/17,$5K Weekly Home Run Challenge Day 4 of 7,$0k,0,,28545,44586,Tournament,0,0,https://www.fanduel.com/entry/DMRSLVQMP,
S1465683237,mlb,2018/05/17,$10K Thu MLB Stolen Base (Single Entry),$35k,131.50,,1678,5952,Tournament,2,0,https://www.fanduel.com/entry/CQFUSHCWI,
S1465683211,mlb,2018/05/17,$5K Thu MLB Sac Fly (3 Entries Max),$35k,135,,1595,5952,Tournament,1,0,https://www.fanduel.com/entry/BWLJRLDYA,
S1465683214,mlb,2018/05/17,$5K Thu MLB Sac Fly (3 Entries Max),$35k,66.50,,5491,5952,Tournament,1,0,https://www.fanduel.com/entry/BYOZQCZPK,
S1465683217,mlb,2018/05/17,$5K Thu MLB Sac Fly (3 Entries Max),$35k,119.30,,2513,5952,Tournament,1,0,https://www.fanduel.com/entry/BXNEQUBTS,
S1465683119,mlb,2018/05/17,$12K Thu MLB Bunt (Single Entry),$35k,131.50,,3735,13576,Tournament,1,0,https://www.fanduel.com/entry/BBBGELCHO,
S1465062992,nba,2018/05/16,NBA Fantasy Playoffs,$60k,188.35,,53503,80035,Tournament,0,0,https://www.fanduel.com/entry/CTLGCMUWB,
S1465061372,mlb,2018/05/16,$4K Wed MLB Stolen Base (Single Entry),$35k,95.50,,1362,2380,Tournament,2,0,https://www.fanduel.com/entry/EZSRAWCHA,
S1465061343,mlb,2018/05/16,$3K Wed MLB Sac Fly (3 Entries Max),$35k,148,,98,3571,Tournament,1,5.00,https://www.fanduel.com/entry/FDZWYFTPU,
S1465061338,mlb,2018/05/16,$3K Wed MLB Sac Fly (3 Entries Max),$35k,129,,430,3571,Tournament,1,2.00,https://www.fanduel.com/entry/EBRACQLZY,
S1465061341,mlb,2018/05/16,$3K Wed MLB Sac Fly (3 Entries Max),$35k,117.10,,852,3571,Tournament,1,0,https://www.fanduel.com/entry/FENUKXFNQ,
S1465061227,mlb,2018/05/16,$7K Wed MLB Bunt presented by GameFly,$35k,95.50,,4539,8333,Tournament,1,0,https://www.fanduel.com/entry/BZCWKDSLQ,
S1465059550,mlb,2018/05/16,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,81.50,,1917,2380,Tournament,1,0,https://www.fanduel.com/entry/AFDENCYHY,
S1465059551,mlb,2018/05/16,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,108.10,,1367,2380,Tournament,1,0,https://www.fanduel.com/entry/AEPHALMKC,
S1465059552,mlb,2018/05/16,$2K Wed MLB Sac Fly (3 Entries Max_ Early Only),$35k,108.10,,1367,2380,Tournament,1,0,https://www.fanduel.com/entry/AIIPLDRVA,
S1465059319,mlb,2018/05/16,$5K Wed MLB Bunt (Single Entry_ Early Only),$35k,108.10,,3296,5952,Tournament,1,0,https://www.fanduel.com/entry/EVLLEFBRI,
S1464423617,nba,2018/05/15,NBA Fantasy Playoffs,$60k,225.78,,52527,73412,Tournament,0,0,https://www.fanduel.com/entry/AGFAHRSHB,
S1464270937,mlb,2018/05/15,$8K Tue MLB Stolen Base (Single Entry),$35k,107.30,,2207,4761,Tournament,2,0,https://www.fanduel.com/entry/ESGACSVLQ,
S1464270889,mlb,2018/05/15,$5K Tue MLB Sac Fly (3 Entries Max),$35k,85.60,,4137,5952,Tournament,1,0,https://www.fanduel.com/entry/EXBDMTYSG,
S1464270890,mlb,2018/05/15,$5K Tue MLB Sac Fly (3 Entries Max),$35k,147.60,,789,5952,Tournament,1,2.00,https://www.fanduel.com/entry/EWNGACMUK,
S1464270895,mlb,2018/05/15,$5K Tue MLB Sac Fly (3 Entries Max),$35k,145,,885,5952,Tournament,1,2.00,https://www.fanduel.com/entry/EREFDJXPY,
S1464270808,mlb,2018/05/15,$9K Tue MLB Bunt (Single Entry),$35k,145.70,,1201,10714,Tournament,1,2.00,https://www.fanduel.com/entry/FAULXXIZA,
S1464270651,mlb,2018/05/15,$1K MLB Free Play presented by GameFly,$35k,145.70,,2334,29791,Tournament,0,0.25,https://www.fanduel.com/entry/DPXDHKZTA,
S1464266812,mlb,2018/05/15,$5K Weekly Home Run Challenge Day 2 of 7,$0k,1,,717,52569,Tournament,0,0,https://www.fanduel.com/entry/BLTHJYOVI,
S1463986783,nba,2018/05/14,$1K NBA Free Play presented by GameFly,$60k,243.89,,18686,50940,Tournament,0,0,https://www.fanduel.com/entry/DERERYXIC,
S1463573619,mlb,2018/05/14,$8K Mon MLB Stolen Base (Single Entry),$35k,78.10,,2951,4761,Tournament,2,0,https://www.fanduel.com/entry/EJRPFNABS,
S1463573583,mlb,2018/05/14,$3K Mon MLB Sac Fly (3 Entries Max),$35k,51.70,,3320,3571,Tournament,1,0,https://www.fanduel.com/entry/ELVFEEVTC,
S1463573584,mlb,2018/05/14,$3K Mon MLB Sac Fly (3 Entries Max),$35k,111.30,,563,3571,Tournament,1,2.50,https://www.fanduel.com/entry/EPONOXBEA,
S1463573582,mlb,2018/05/14,$3K Mon MLB Sac Fly (3 Entries Max),$35k,91.80,,1471,3571,Tournament,1,0,https://www.fanduel.com/entry/EMJCQWHQY,
S1463573513,mlb,2018/05/14,$10K Mon MLB Bunt (Single Entry),$35k,51.20,,11083,11904,Tournament,1,0,https://www.fanduel.com/entry/CSJKTOBQA,
S1463189653,mlb,2018/05/13,$5K Sun MLB Stolen Base (Single Entry),$35k,134.20,,1083,2976,Tournament,2,0,https://www.fanduel.com/entry/CFNSWGVNM,
S1463189627,mlb,2018/05/13,$3K Sun MLB Sac Fly (3 Entries Max),$35k,141,,1071,3571,Tournament,1,0,https://www.fanduel.com/entry/FGDNMOANA,
S1463189628,mlb,2018/05/13,$3K Sun MLB Sac Fly (3 Entries Max),$35k,160,,453,3571,Tournament,1,2.50,https://www.fanduel.com/entry/FFPPZWOPE,
S1463189629,mlb,2018/05/13,$3K Sun MLB Sac Fly (3 Entries Max),$35k,134.20,,1339,3571,Tournament,1,0,https://www.fanduel.com/entry/FFBSNFCRI,
S1463189459,mlb,2018/05/13,$7K Sun MLB Bunt (Single Entry),$35k,134.20,,2892,8333,Tournament,1,0,https://www.fanduel.com/entry/EJRPATYVI,
S1462800092,mlb,2018/05/12,$6K Sat MLB Stolen Base (Single Entry),$35k,176.30,,247,3570,Tournament,2,6.00,https://www.fanduel.com/entry/EWNGVAXBC,
S1462800086,mlb,2018/05/12,$3K Sat MLB Sac Fly (3 Entries Max),$35k,64.40,,3379,3571,Tournament,1,0,https://www.fanduel.com/entry/AGSXRBKLK,
S1462800087,mlb,2018/05/12,$3K Sat MLB Sac Fly (3 Entries Max),$35k,76.90,,3213,3571,Tournament,1,0,https://www.fanduel.com/entry/ABXUHAHEU,
S1462800088,mlb,2018/05/12,$3K Sat MLB Sac Fly (3 Entries Max),$35k,182.60,,204,3571,Tournament,1,2.50,https://www.fanduel.com/entry/ABJWUIVGY,
S1462800056,mlb,2018/05/12,$8K Sat MLB Bunt (Single Entry),$35k,98.60,,6847,9523,Tournament,1,0,https://www.fanduel.com/entry/DVUCLLZEU,
S1462799645,mlb,2018/05/12,$2K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,147.70,,140,2380,Tournament,1,3.00,https://www.fanduel.com/entry/AGSXQXRMU,
S1462799646,mlb,2018/05/12,$2K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,109.60,,879,2380,Tournament,1,0,https://www.fanduel.com/entry/ABXUGWOGE,
S1462799648,mlb,2018/05/12,$2K Sat MLB Sac Fly (3 Entries Max_ Early Only),$35k,79.70,,1968,2380,Tournament,1,0,https://www.fanduel.com/entry/ABJWUFCII,
S1462799617,mlb,2018/05/12,$4K Sat MLB Bunt (Single Entry_ Early Only),$35k,112.10,,1864,4761,Tournament,1,0,https://www.fanduel.com/entry/BVXMEPZCY,
S1462799186,mlb,2018/05/12,$7K Sat MLB Stolen Base (Single Entry_ Very Early Only),$35k,137,,1767,4166,Tournament,2,0,https://www.fanduel.com/entry/BOKVJNAEI,
S1462798944,nba,2018/05/13,$2500 Sun NBA Dribbler (Single Entry_ Sun-Mon),$60k,275.90,,29,2976,Tournament,1,8.00,https://www.fanduel.com/entry/AIWNQIDXG,
S1462358664,mlb,2018/05/11,$10K Fri MLB Stolen Base (Single Entry),$35k,207.60,,113,5952,Tournament,2,10.00,https://www.fanduel.com/entry/EHNYVBKUP,
S1462358652,mlb,2018/05/11,$5K Fri MLB Sac Fly (3 Entries Max),$35k,161,,1457,5952,Tournament,1,0,https://www.fanduel.com/entry/DAXWCCLVZ,
S1462358653,mlb,2018/05/11,$5K Fri MLB Sac Fly (3 Entries Max),$35k,181.40,,681,5952,Tournament,1,2.00,https://www.fanduel.com/entry/DAJYPKZYD,
S1462358654,mlb,2018/05/11,$5K Fri MLB Sac Fly (3 Entries Max),$35k,174.60,,894,5952,Tournament,1,2.00,https://www.fanduel.com/entry/CZWBCTOAH,
S1462358636,mlb,2018/05/11,$9K Fri MLB Bunt (Single Entry),$35k,178.90,,1092,10714,Tournament,1,2.00,https://www.fanduel.com/entry/DEREMURGX,
S1462357917,mlb,2018/05/11,$5K Weekly Home Run Challenge Day 5 of 7,$0k,1,,5175,42105,Tournament,0,0,https://www.fanduel.com/entry/DHIRYSWQP,
S1462010932,mlb,2018/05/10,$5K Thu MLB Sac Fly (3 Entries Max),$35k,101.60,,3343,5952,Tournament,1,0,https://www.fanduel.com/entry/AZZLDYIZC,
S1462010933,mlb,2018/05/10,$5K Thu MLB Sac Fly (3 Entries Max),$35k,246.40,,2,5952,Tournament,1,200.00,https://www.fanduel.com/entry/BLTHWWECI,
S1462010934,mlb,2018/05/10,$5K Thu MLB Sac Fly (3 Entries Max),$35k,94.10,,3903,5952,Tournament,1,0,https://www.fanduel.com/entry/BLFKKESEM,
