Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1898583940,epl,11/30/19,$100 Wonder Strike,$0k,74.4,,34,40,Tournament,3,0,https://www.fanduel.com/entry/DZFGZOHEH
S1898538782,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,2,3.6,https://www.fanduel.com/entry/EVRFESVIA
S1898538731,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,22,100,Tournament,1,1.8,https://www.fanduel.com/entry/COVVPDWIE
S1898538670,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,24,100,Tournament,2,3.6,https://www.fanduel.com/entry/BKXGHOEYU
S1898538626,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,25,100,Tournament,1,1.8,https://www.fanduel.com/entry/ANJMVSOSI
S1898538582,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,25,100,Tournament,1,1.8,https://www.fanduel.com/entry/CXYEWHFAI
S1898538515,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,22,100,Tournament,2,3.6,https://www.fanduel.com/entry/BSXUPQBSM
S1898538476,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,20,100,Tournament,1,1.8,https://www.fanduel.com/entry/BVBKOLQIM
S1898538410,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,23,100,Tournament,1,1.8,https://www.fanduel.com/entry/DMXMNJMPG
S1898538382,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,24,100,Tournament,2,3.6,https://www.fanduel.com/entry/AWLWDKVEY
S1898538314,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,2,3.6,https://www.fanduel.com/entry/ERXWUIBUI
S1898538252,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,26,100,Tournament,2,3.6,https://www.fanduel.com/entry/EAUZEZDJW
S1898224583,cfb,11/30/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,114.02,,5,20,20 player league,5,9,https://www.fanduel.com/entry/AWZTEEUNP
S1898200734,nfl,12/1/19,Matty balls pushes all the right buttons!,$60k,139.4,,2,13,Tournament,10,39,https://www.fanduel.com/entry/CZNXJSWFX
S1897475877,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,24,100,Tournament,1,1.8,https://www.fanduel.com/entry/EIHOXRVCE
S1897475788,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,31,100,Tournament,2,3.6,https://www.fanduel.com/entry/CERQFZWQU
S1897475667,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,26,100,Tournament,1,1.8,https://www.fanduel.com/entry/AANUBFHLS
S1897475568,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,33,100,Tournament,2,3.6,https://www.fanduel.com/entry/ALTTHHXSM
S1897475460,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,1,1.8,https://www.fanduel.com/entry/CQZKLLKTG
S1897475302,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,28,100,Tournament,1,1.8,https://www.fanduel.com/entry/DABTSWFIQ
S1897475129,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,1,1.8,https://www.fanduel.com/entry/ASEPEJNIY
S1897475043,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,25,100,Tournament,2,3.6,https://www.fanduel.com/entry/EYIRNZHOE
S1897474918,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,30,100,Tournament,2,3.6,https://www.fanduel.com/entry/EEAJALWSA
S1897474804,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,26,100,Tournament,2,3.6,https://www.fanduel.com/entry/ANJLTXFGM
S1897474722,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,2,3.6,https://www.fanduel.com/entry/AHMNKYJAA
