Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1363066825,nfl,2017/12/24,$14K Sun NFL Snap ($14K Guaranteed_ Sun-Mon),$60k,134.62,,651,8333,Tournament,2,4.00,https://www.fanduel.com/entry/FAHCSJVGD,
S1363066827,nfl,2017/12/24,$14K Sun NFL Snap ($14K Guaranteed_ Sun-Mon),$60k,118.12,,2153,8333,Tournament,2,0,https://www.fanduel.com/entry/EZTFFSJIH,
S1363066828,nfl,2017/12/24,$14K Sun NFL Snap ($14K Guaranteed_ Sun-Mon),$60k,113.32,,2805,8333,Tournament,2,0,https://www.fanduel.com/entry/EZFHTAXKL,
S1363066788,nfl,2017/12/24,$6K Sun NFL Spike (Single Entry_ Sun-Mon),$60k,113.32,,501,1428,Tournament,5,0,https://www.fanduel.com/entry/CEMLLOVST,
S1363065228,nfl,2017/12/24,$50K Sun NFL Spike (Single Entry),$60k,125.22,,2189,11904,Tournament,5,10.00,https://www.fanduel.com/entry/FGRYKOQRR,
S1363065214,nfl,2017/12/24,$20K Sun NFL Safety (Single Entry),$60k,130.04,,1643,11904,Tournament,2,4.00,https://www.fanduel.com/entry/DMSGMVFUX,
S1363065186,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,106.80,,22669,47619,Tournament,2,0,https://www.fanduel.com/entry/AGFNMSUXF,
S1363065180,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,126.52,,8197,47619,Tournament,2,4.00,https://www.fanduel.com/entry/AJKYKTOKH,
S1363065181,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,130.04,,6539,47619,Tournament,2,5.00,https://www.fanduel.com/entry/AIXAYCCML,
S1363065182,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,116.96,,14366,47619,Tournament,2,0,https://www.fanduel.com/entry/AMQJIUHXJ,
S1363065183,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,141.58,,2548,47619,Tournament,2,6.00,https://www.fanduel.com/entry/AMCLWCVZN,
S1363065184,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,131.52,,5890,47619,Tournament,2,5.00,https://www.fanduel.com/entry/ALOOJLKBR,
S1363065185,nfl,2017/12/24,$80K Sun NFL Snap (30 Entries Max),$60k,117.96,,13629,47619,Tournament,2,0,https://www.fanduel.com/entry/ALAQWTYDV,
S1363065141,nfl,2017/12/24,$25K Sun NFL Squib (Single Entry),$60k,131.52,,3535,29761,Tournament,1,2.00,https://www.fanduel.com/entry/EKFZYJKED,
S1362255868,nfl,2017/12/18,Satellite $1M NBA Clutch Shot on 12/26 (100 Tickets),$60k,81.86,,211,311,Tournament,1,0,https://www.fanduel.com/entry/CWREOICTZ,
S1362254378,nba,2017/12/18,$18K Mon NBA Block (Single Entry),$60k,293.10,,6729,10714,Tournament,2,0,https://www.fanduel.com/entry/FAVAPCHLV,
S1362254350,nba,2017/12/18,$10K Mon NBA Swat (3 Entries Max),$60k,253,,10890,11904,Tournament,1,0,https://www.fanduel.com/entry/FGEBLUWQH,
S1362254351,nba,2017/12/18,$10K Mon NBA Swat (3 Entries Max),$60k,244,,11273,11904,Tournament,1,0,https://www.fanduel.com/entry/FFQDZDKSL,
S1362254354,nba,2017/12/18,$10K Mon NBA Swat (3 Entries Max),$60k,221.80,,11750,11904,Tournament,1,0,https://www.fanduel.com/entry/FFCGMLYUP,
S1362254287,nba,2017/12/18,$20K Mon NBA Dribbler (Single Entry),$60k,273.10,,18461,23809,Tournament,1,0,https://www.fanduel.com/entry/EJSCZPQCT,
S1360537188,nba,2017/12/17,$12K Sun NBA Dribbler (Single Entry),$60k,294.40,,1419,14285,Tournament,1,2.00,https://www.fanduel.com/entry/DMEIPGKER,
S1359988618,nfl,2017/12/17,$120K Sun NFL Dive ($120K Guaranteed),$60k,113.44,,74312,142857,Tournament,1,0,https://www.fanduel.com/entry/DRNIOSXZU,
S1359988121,nfl,2017/12/17,Super Duel for a Difference,$60k,113.44,,8066,16207,Tournament,3,0,https://www.fanduel.com/entry/DXKGYKKZI,
S1359973951,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,123.54,,660,1984,Tournament,3,0,https://www.fanduel.com/entry/EJSBLWUCG,
S1359973903,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,85.04,,1823,1984,Tournament,3,0,https://www.fanduel.com/entry/EMXMJXNPI,
S1359772735,nfl,2017/12/17,50/50 Contest ($25 - Top 50% Win) (Main),$60k,119.08,,47,100,Tournament,25,45.00,https://www.fanduel.com/entry/EQQUSTGSR,
S1359684348,nba,2017/12/16,$10K Sat NBA Swat (3 Entries Max),$60k,233.90,,8774,11904,Tournament,1,0,https://www.fanduel.com/entry/ADACENILQ,
S1359684349,nba,2017/12/16,$10K Sat NBA Swat (3 Entries Max),$60k,264.60,,4392,11904,Tournament,1,0,https://www.fanduel.com/entry/ACMERVWNU,
S1359684350,nba,2017/12/16,$10K Sat NBA Swat (3 Entries Max),$60k,290.10,,1682,11904,Tournament,1,2.00,https://www.fanduel.com/entry/BFWWMUBZI,
S1359684338,nba,2017/12/16,$15K Sat NBA Block (Single Entry),$60k,225.30,,7305,8760,Tournament,2,0,https://www.fanduel.com/entry/ENLKLUFWW,
S1359684314,nba,2017/12/16,$20K Sat NBA Dribbler (Single Entry),$60k,231.30,,16225,21816,Tournament,1,0,https://www.fanduel.com/entry/ALONZGRDE,
S1359095881,nfl,2017/12/17,RAFFDUEL 2017 Week 15 ,$60k,85.04,,18,20,20 player league,10,0,https://www.fanduel.com/entry/CBGZYQIBF,
S1358631473,nba,2017/12/15,$14K Fri NBA Block (Single Entry),$60k,292.50,,2561,8333,Tournament,2,0,https://www.fanduel.com/entry/BMHSGKEXQ,
S1358631458,nba,2017/12/15,$10K Fri NBA Swat (3 Entries Max),$60k,281.60,,5290,11904,Tournament,1,0,https://www.fanduel.com/entry/ABYHCTAOC,
S1358631454,nba,2017/12/15,$10K Fri NBA Swat (3 Entries Max),$60k,282.50,,5174,11904,Tournament,1,0,https://www.fanduel.com/entry/AHHHZLPSO,
S1358631457,nba,2017/12/15,$10K Fri NBA Swat (3 Entries Max),$60k,239.60,,10429,11904,Tournament,1,0,https://www.fanduel.com/entry/AGTKMUDUS,
S1358631431,nba,2017/12/15,$18K Fri NBA Dribbler (Single Entry),$60k,292.50,,6065,21428,Tournament,1,0,https://www.fanduel.com/entry/BSEQPUFZY,
S1358631311,nba,2017/12/15,$2K NBA TuneIn Free Play,$60k,292.50,,17319,66691,Tournament,0,0,https://www.fanduel.com/entry/CRWAAAGAO,
S1358629939,nfl,2017/12/16,$2K Sat NFL Super Safety (Single Entry_ Sat-Mon),$60k,158.42,,23,1190,Tournament,2,12.00,https://www.fanduel.com/entry/AQJRMICHI,
S1358062396,nfl,2017/12/17,This week's league,$60k,119.08,,11,18,Tournament,0,0,https://www.fanduel.com/entry/DERRLJZOH,
S1358061792,nfl,2017/12/17,(FREE) My Loser Friends (NFL Contest 12),$60k,126.44,,4,5,Tournament,0,0,https://www.fanduel.com/entry/BMVPMPWGD,
S1357697541,nba,2017/12/14,$16K Thu NBA Block (Single Entry),$60k,290.10,,3135,9523,Tournament,2,0,https://www.fanduel.com/entry/APHWQSDCE,
S1357697493,nba,2017/12/14,$10K Thu NBA Swat (3 Entries Max),$60k,279,,5827,11904,Tournament,1,0,https://www.fanduel.com/entry/CGCDQKULW,
S1357697496,nba,2017/12/14,$10K Thu NBA Swat (3 Entries Max),$60k,302.10,,2186,11904,Tournament,1,2.00,https://www.fanduel.com/entry/CBHAGJRFG,
S1357697498,nba,2017/12/14,$10K Thu NBA Swat (3 Entries Max),$60k,262.90,,8396,11904,Tournament,1,0,https://www.fanduel.com/entry/CAFFHATJO,
S1357697383,nba,2017/12/14,$20K Thu NBA Dribbler (Single Entry),$60k,290.10,,6739,23809,Tournament,1,0,https://www.fanduel.com/entry/DRNJTWBMY,
S1357006833,nba,2017/12/13,$17K Wed NBA Block (Single Entry),$60k,283.40,,6527,10119,Tournament,2,0,https://www.fanduel.com/entry/ATBEPMVYL,
S1357006827,nba,2017/12/13,$10K Wed NBA Swat (3 Entries Max),$60k,277.40,,8353,11904,Tournament,1,0,https://www.fanduel.com/entry/DCOBQSOKT,
S1357006825,nba,2017/12/13,$10K Wed NBA Swat (3 Entries Max),$60k,310,,3644,11904,Tournament,1,0,https://www.fanduel.com/entry/CZIQSRUXR,
S1357006826,nba,2017/12/13,$10K Wed NBA Swat (3 Entries Max),$60k,316.60,,2888,11904,Tournament,1,0,https://www.fanduel.com/entry/DDBZDKAIP,
S1357006751,nba,2017/12/13,$20K Wed NBA Dribbler (Single Entry),$60k,240.60,,22479,23809,Tournament,1,0,https://www.fanduel.com/entry/DFFPCBVZZ,
S1356316520,nfl,2017/12/17,First World Problem (NFL Contest 15),$60k,136.88,,3,11,11 player league,5,9.50,https://www.fanduel.com/entry/ABKIRKFQO,
S1356315185,nfl,2017/12/17,$1K Sun NFL Small Squib (Single Entry),$60k,136.88,,186,1190,Tournament,1,2.00,https://www.fanduel.com/entry/CLZASYYOW,
S1356263868,nfl,2017/12/17,NFL WEEK 15,$60k,123.54,,3,15,15 player league,10,28.00,https://www.fanduel.com/entry/EABVKABSK,
S1356127210,nba,2017/12/12,$18K Tue NBA Block (Single Entry),$60k,324.40,,731,10714,Tournament,2,6.00,https://www.fanduel.com/entry/CMMZLILTC,
S1356127197,nba,2017/12/12,$10K Tue NBA Swat (3 Entries Max),$60k,241.90,,10114,11904,Tournament,1,0,https://www.fanduel.com/entry/DDPXAVDCE,
S1356127198,nba,2017/12/12,$10K Tue NBA Swat (3 Entries Max),$60k,249.90,,9328,11904,Tournament,1,0,https://www.fanduel.com/entry/DHJFLNINC,
S1356127199,nba,2017/12/12,$10K Tue NBA Swat (3 Entries Max),$60k,324.40,,863,11904,Tournament,1,3.00,https://www.fanduel.com/entry/DGVHYVWPG,
S1356127180,nba,2017/12/12,$20K Tue NBA Dribbler (Single Entry),$60k,324.40,,1362,23809,Tournament,1,3.00,https://www.fanduel.com/entry/ETWGNWIOA,
S1356029161,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,131.12,,421,1984,Tournament,3,0,https://www.fanduel.com/entry/FBIWRBFDU,
S1356029166,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,148.34,,128,1984,Tournament,3,8.00,https://www.fanduel.com/entry/EVZVUIPZI,
S1356029168,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,126.88,,535,1984,Tournament,3,0,https://www.fanduel.com/entry/EUYAUZSDQ,
S1356029173,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,133.78,,358,1984,Tournament,3,6.00,https://www.fanduel.com/entry/EUKDIIGFU,
S1356029080,nfl,2017/12/17,$5K Sun NFL Snap ($5K Guaranteed_ Sun-Mon),$60k,126.44,,551,1984,Tournament,3,0,https://www.fanduel.com/entry/DBMGJUAGC,
S1356028280,nfl,2017/12/17,$25K Sun NFL Spike (Single Entry_ 1pm Only),$60k,118.08,,2719,5952,Tournament,5,0,https://www.fanduel.com/entry/EPBCLTJZY,
S1355595610,nfl,2017/12/17,$60K Sun NFL Spike (Single Entry),$60k,119.08,,6325,14285,Tournament,5,0,https://www.fanduel.com/entry/EHOLCACMV,
S1355595564,nfl,2017/12/17,$20K Sun NFL Safety (Single Entry),$60k,181.78,,16,11904,Tournament,2,50.00,https://www.fanduel.com/entry/CTLRNQSSJ,
S1355595423,nfl,2017/12/17,$80K Sun NFL Snap (30 Entries Max),$60k,156.02,,1644,47619,Tournament,2,8.00,https://www.fanduel.com/entry/AZLZQETSV,
S1355595425,nfl,2017/12/17,$80K Sun NFL Snap (30 Entries Max),$60k,124.38,,15951,47619,Tournament,2,0,https://www.fanduel.com/entry/AYYCDNHUZ,
S1355595427,nfl,2017/12/17,$80K Sun NFL Snap (30 Entries Max),$60k,125.82,,14805,47619,Tournament,2,0,https://www.fanduel.com/entry/AYKEQVVXD,
S1355595429,nfl,2017/12/17,$80K Sun NFL Snap (30 Entries Max),$60k,154.58,,1860,47619,Tournament,2,8.00,https://www.fanduel.com/entry/AXWHEEJZH,
S1355595432,nfl,2017/12/17,$80K Sun NFL Snap (30 Entries Max),$60k,149.52,,2910,47619,Tournament,2,6.00,https://www.fanduel.com/entry/ASNGHLUUV,
S1355595203,nfl,2017/12/17,$25K Sun NFL Squib (Single Entry),$60k,113.88,,15112,29761,Tournament,1,0,https://www.fanduel.com/entry/EDHFFBPZX,
S1355590691,nfl,2017/12/11,$1K Mon NFL Small Squib (Single Entry),$60k,79.82,,622,1190,Tournament,1,0,https://www.fanduel.com/entry/EKTWHQMEN,
S1355589855,nfl,2017/12/16,$25K Sat NFL Spike (Single Entry_ Sat Only),$60k,92.28,,3151,5952,Tournament,5,0,https://www.fanduel.com/entry/BYPLVQJXL,
S1355588952,nba,2017/12/11,$18K Mon NBA Block (Single Entry),$60k,208,,10197,10714,Tournament,2,0,https://www.fanduel.com/entry/DJMUMCTDL,
S1355588880,nba,2017/12/11,$10K Mon NBA Swat (3 Entries Max),$60k,297.40,,2550,11904,Tournament,1,0,https://www.fanduel.com/entry/EQQUSEIVT,
S1355588882,nba,2017/12/11,$10K Mon NBA Swat (3 Entries Max),$60k,244.40,,8880,11904,Tournament,1,0,https://www.fanduel.com/entry/EQCXFMWXX,
S1355588884,nba,2017/12/11,$10K Mon NBA Swat (3 Entries Max),$60k,274.30,,5282,11904,Tournament,1,0,https://www.fanduel.com/entry/ETWFQFCIV,
S1355461114,nba,2017/12/11,The Holy Grail Final presented by Knightfall,$60k,249.70,,99156,348318,Tournament,0,0,https://www.fanduel.com/entry/AHVEUISDB,
S1355403573,nba,2017/12/11,The Holy Grail Final presented by Knightfall,$60k,270,,66643,348318,Tournament,0,0,https://www.fanduel.com/entry/CDYMMPVFC,
S1354762411,nba,2017/12/11,$20K Mon NBA Dribbler (Single Entry),$60k,288.70,,6910,23809,Tournament,1,0,https://www.fanduel.com/entry/BZDKFCSJH,
S1354535956,nfl,2017/12/10,$75K Sun NFL Snap (20 Entries Max_ 4pm Only),$60k,130.04,,2725,44642,Tournament,2,5.00,https://www.fanduel.com/entry/DIYXCLPDD,
S1354135865,nfl,2017/12/10,My Loser Friends (NFL Contest 11),$60k,125.02,,2,6,6 player league,2,0,https://www.fanduel.com/entry/ARLLSDXGT,
S1352976467,nba,2017/12/10,$8K Sun NBA Block (Single Entry),$60k,257.50,,2227,4761,Tournament,2,0,https://www.fanduel.com/entry/DERQXEVTL,
S1352976394,nba,2017/12/10,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/CRIBSVORD, voided
S1352976397,nba,2017/12/10,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/CQUEGECTH, voided
S1352976402,nba,2017/12/10,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/CTLRRNKIN, voided
S1352976195,nba,2017/12/10,$14K Sun NBA Dribbler (Single Entry),$60k,257.50,,8588,16666,Tournament,1,0,https://www.fanduel.com/entry/EGMQGNWHH,
S1352132855,nfl,2017/12/10,50/50 Contest ($25 - Top 50% Win) (Main),$60k,128.12,,34,100,Tournament,25,45.00,https://www.fanduel.com/entry/BYBPKJCRX,
S1352022878,nba,2017/12/09,$14K Sat NBA Block (Single Entry),$60k,284.80,,5450,8333,Tournament,2,0,https://www.fanduel.com/entry/AZZXWFPIP,
S1352022854,nba,2017/12/09,$16 Sat NBA Dribbler (Single Entry),$60k,307.90,,6523,19048,Tournament,1,0,https://www.fanduel.com/entry/EUYBAAFEH,
S1352022673,nba,2017/12/09,$2K NBA Quest Free Play presented by Knightfall,$60k,284.80,,28250,49825,Tournament,0,0,https://www.fanduel.com/entry/FAUZJVLCL,
