Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1557010899,nfl,2018/10/18,$8K Thu NFL Spike (Single Entry),$60k,90.42,,1725,1904,Tournament,5,0,https://www.fanduel.com/entry/CZVXLRKLL,
S1557010690,nfl,2018/10/18,$8K Thu NFL Squib (Single Entry),$60k,108.92,,6059,9523,Tournament,1,0,https://www.fanduel.com/entry/FDZTQAUUR,
S1557009095,nfl,2018/10/21,$15K Sun NFL Snap,$60k,105.72,,6797,8928,Tournament,2,0,https://www.fanduel.com/entry/EPOJIXDDX,
S1557009098,nfl,2018/10/21,$15K Sun NFL Snap,$60k,107.82,,6490,8928,Tournament,2,0,https://www.fanduel.com/entry/EPALWFRGB,
S1557008864,nfl,2018/10/21,$10K Sun NFL Spike (Single Entry),$60k,123.18,,1025,2380,Tournament,5,0,https://www.fanduel.com/entry/CQTOARKER,
S1556998906,nfl,2018/10/21,,$60k,112.18,,12,15,Tournament,10,0,https://www.fanduel.com/entry/DWVTMVUAR,
S1556967524,cfb,2018/10/20,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,169.52,,14,2976,Tournament,1,12.00,https://www.fanduel.com/entry/EBQWDNNMG,
S1556967528,cfb,2018/10/20,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,81.04,,2352,2976,Tournament,1,0,https://www.fanduel.com/entry/EBCYQWBOK,
S1556967531,cfb,2018/10/20,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,116.44,,743,2976,Tournament,1,0,https://www.fanduel.com/entry/FENQLUGZY,
S1556967277,cfb,2018/10/20,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,111.12,,1243,3968,Tournament,3,0,https://www.fanduel.com/entry/ALNWKBMUK,
S1556650431,epl,2018/10/20,$1K Sat EPL Corner Kick (Single Entry),$60k,87,,528,595,Tournament,2,0,https://www.fanduel.com/entry/EFKEJMRRJ,
S1556507039,nba,2018/10/16,$1M Tue NBA Clutch Shot ($250K to 1st),$60k,264.30,,119632,269849,Tournament,4,0,https://www.fanduel.com/entry/EZEPVUYIR,
S1556104607,nba,2018/10/17,$1K NBA Free Play presented by Red Dead Redemption 2,$60k,243.80,,72246,93596,Tournament,0,0,https://www.fanduel.com/entry/ADNINTJRZ,
S1556100764,cfb,2018/10/19,$1K Fri CFB Helmet Sticker (Single Entry),$60k,167.06,,109,1190,Tournament,1,2.50,https://www.fanduel.com/entry/DSAPTMHGX,
S1556098915,cfb,2018/10/18,$500 Thu CFB Helmet Sticker (Single Entry),$60k,118.50,,121,595,Tournament,1,0,https://www.fanduel.com/entry/AAHXTECXR,
S1555524673,nfl,2018/10/21,$15K Sun NFL Three And Out (3 Entries Max),$60k,110.10,,3836,5952,Tournament,3,0,https://www.fanduel.com/entry/DWVTAQVPG,
S1555524671,nfl,2018/10/21,$15K Sun NFL Three And Out (3 Entries Max),$60k,76.48,,5877,5952,Tournament,3,0,https://www.fanduel.com/entry/DXXNZZTKY,
S1555524672,nfl,2018/10/21,$15K Sun NFL Three And Out (3 Entries Max),$60k,111.28,,3681,5952,Tournament,3,0,https://www.fanduel.com/entry/DXJQNIHNC,
S1555524616,nfl,2018/10/21,$100K Sun NFL Spike (Single Entry),$60k,105.70,,17041,23809,Tournament,5,0,https://www.fanduel.com/entry/COCAJLFVC,
S1555524600,nfl,2018/10/21,$55K Sun NFL Safety (Single Entry),$60k,128.94,,8873,32738,Tournament,2,0,https://www.fanduel.com/entry/CPRSVAKSU,
S1555524474,nfl,2018/10/21,$20K Sun NFL Squib (Single Entry),$60k,119,,10147,23809,Tournament,1,0,https://www.fanduel.com/entry/DGGSXVQEA,
S1555332560,nfl,2018/10/14,,$60k,146.28,,129,3571,Tournament,5,20.00,https://www.fanduel.com/entry/CNOCPEDST,
S1555133406,nfl,2018/10/14,$2K Sun NFL Snap,$60k,154.38,,46,814,Tournament,2,6.00,https://www.fanduel.com/entry/DPJBZNGXI,
S1554299471,nfl,2018/10/14,$175K Sun NFL Dive,$60k,176.90,,990,208333,Tournament,1,10.00,https://www.fanduel.com/entry/EJDMQIFOT,
S1554299402,nfl,2018/10/14,$175K Sun NFL Dive,$60k,117.42,,114957,208333,Tournament,1,0,https://www.fanduel.com/entry/CXEJAQRLR,
S1554299317,nfl,2018/10/14,$175K Sun NFL Dive,$60k,155,,12332,208333,Tournament,1,4.00,https://www.fanduel.com/entry/DDPEWSELV,
S1554298348,nfl,2018/10/14,$1K NFL Free Play presented by Red Dead Redemption 2,$60k,139.06,,26309,151074,Tournament,0,0,https://www.fanduel.com/entry/CIFBKSFLR,
S1554267753,nfl,2018/10/14,$5K Sun NFL Snap (10 Entries Max),$60k,116.10,,1220,1984,Tournament,3,0,https://www.fanduel.com/entry/FCKAWHBZN,
S1553488242,nfl,2018/10/14,$35K Sun NFL Spike (Single Entry),$60k,108.44,,3603,8333,Tournament,5,0,https://www.fanduel.com/entry/AWTVVAXDN,
S1553460784,nfl,2018/10/14,$16K Sun NFL Snap,$60k,137.30,,2801,9523,Tournament,2,0,https://www.fanduel.com/entry/AFDBMVBMD,
S1552372121,nfl,2018/10/14,50/50 Contest ($10 - Top 50% Win) (Main),$60k,161.20,,15,100,Tournament,10,18.00,https://www.fanduel.com/entry/DKABMOFZC,
S1552372072,nfl,2018/10/14,50/50 Contest ($25 - Top 50% Win) (Main),$60k,161.20,,10,100,Tournament,25,45.00,https://www.fanduel.com/entry/APHFFRCBW,
S1551620548,nfl,2018/10/14,$1K Sun NFL Small Squib (Single Entry),$60k,141.46,,171,1190,Tournament,1,2.00,https://www.fanduel.com/entry/DQYVIBBEH,
S1551620486,nfl,2018/10/14,$35K Sun NFL Spike (Single Entry),$60k,105.52,,6203,8333,Tournament,5,0,https://www.fanduel.com/entry/EXBAOIOFB,
S1550811082,nfl,2018/10/11,$12K Thu NFL Spike (Single Entry),$60k,122.08,,1700,2857,Tournament,5,0,https://www.fanduel.com/entry/AMBTWLMTS,
S1550733183,nfl,2018/10/14,$1K NFL Free Play presented by Dash,$60k,117.32,,52410,101983,Tournament,0,0,https://www.fanduel.com/entry/FFBOKFMMZ,
S1550733136,nfl,2018/10/14,$2.5K NFL Free Play presented by Robinhood,$60k,163.38,,2868,133288,Tournament,0,0.25,https://www.fanduel.com/entry/DNFMLPCDL,
S1550666104,nfl,2018/10/14,$12K Sun NFL Spike (Single Entry),$60k,148.78,,447,2857,Tournament,5,10.00,https://www.fanduel.com/entry/AMBUIXXDI,
S1550666045,nfl,2018/10/14,RAFFduel week 6 2018! ,$60k,148.78,,2,20,Tournament,10,56.00,https://www.fanduel.com/entry/ETVPFKKTU,
S1550359819,cfb,2018/10/13,$2K Sat CFB Five Star (Single Entry),$60k,106.58,,81,476,Tournament,5,10.00,https://www.fanduel.com/entry/CTYYHMSBF,
S1550357604,cfb,2018/10/13,$2500 Sat CFB Flea Flicker (Single Entry),$60k,106.58,,165,1488,Tournament,2,4.00,https://www.fanduel.com/entry/APVCISSPZ,
S1550356814,cfb,2018/10/13,$10K Sat CFB Fight Song,$60k,84.26,,1253,1984,Tournament,6,0,https://www.fanduel.com/entry/DVTXWLDNB,
S1550355308,cfb,2018/10/13,$1500 Sat CFB Helmet Sticker (Single Entry),$60k,84.26,,1004,1785,Tournament,1,0,https://www.fanduel.com/entry/AJYEATYZV,
S1549931593,cfb,2018/10/13,$7500 Sat CFB Fight Song,$60k,136.92,,175,2234,Tournament,4,10.00,https://www.fanduel.com/entry/DXJRANIOJ,
S1549912726,nfl,2018/10/14,$60K Sun NFL Pardon My Take Leaderboard Series (Single Entry),$60k,161.20,,217,5768,Tournament,10,40.00,https://www.fanduel.com/entry/DVTXOKIMW,
S1549847309,cfb,2018/10/13,$2K Sat CFB Flea Flicker (Single Entry),$60k,125.30,,33,1190,Tournament,2,10.00,https://www.fanduel.com/entry/FGRGEWRSX,
S1549847167,cfb,2018/10/13,$2K Sat CFB Helmet Sticker (Single Entry),$60k,73.04,,1883,2380,Tournament,1,0,https://www.fanduel.com/entry/EMIXRFNYD,
S1549846588,cfb,2018/10/13,$7500 Sat CFB Fight Song,$60k,147.44,,89,2234,Tournament,4,15.00,https://www.fanduel.com/entry/CASKRPLRR,
S1549846557,cfb,2018/10/13,$7500 Sat CFB Fight Song,$60k,99.48,,972,2234,Tournament,4,0,https://www.fanduel.com/entry/DMDQUPNWX,
S1549846277,cfb,2018/10/13,$7500 Sat CFB Fight Song,$60k,114.46,,583,2234,Tournament,4,0,https://www.fanduel.com/entry/DPWZBLBTF,
S1549557026,cfb,2018/10/13,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,95.22,,1272,3968,Tournament,3,0,https://www.fanduel.com/entry/AWFYIFSJB,
S1549557027,cfb,2018/10/13,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,88.24,,1755,3968,Tournament,3,0,https://www.fanduel.com/entry/AVSAVOGLF,
S1549557025,cfb,2018/10/13,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,81.04,,2378,3968,Tournament,3,0,https://www.fanduel.com/entry/AWTVUXEGX,
S1549556608,cfb,2018/10/13,$3K Sat CFB Five Star (Single Entry),$60k,103.40,,107,714,Tournament,5,10.00,https://www.fanduel.com/entry/BRQBVJMYD,
S1549529580,cfb,2018/10/12,$1K Fri CFB Helmet Sticker (Single Entry),$60k,95.14,,310,1190,Tournament,1,0,https://www.fanduel.com/entry/DUSDUAVDZ,
S1549528851,cfb,2018/10/11,$500 Thu CFB Helmet Sticker (Single Entry),$60k,77.64,,96,595,Tournament,1,2.00,https://www.fanduel.com/entry/AUCJDXJDB,
S1549453571,nfl,2018/10/14,Look kids.... Big Ben!,$60k,161.20,,1,15,Tournament,10,68.00,https://www.fanduel.com/entry/DDBHNIMBL,
S1548244754,nfl,2018/10/14,$20K Sun NFL Three And Out (3 Entries Max),$60k,139.06,,2110,7936,Tournament,3,0,https://www.fanduel.com/entry/EMWVVGEGL,
S1548244755,nfl,2018/10/14,$20K Sun NFL Three And Out (3 Entries Max),$60k,163.38,,256,7936,Tournament,3,10.00,https://www.fanduel.com/entry/EMIYIOSIP,
S1548244756,nfl,2018/10/14,$20K Sun NFL Three And Out (3 Entries Max),$60k,107.30,,6217,7936,Tournament,3,0,https://www.fanduel.com/entry/ELVAVXGKT,
S1548244696,nfl,2018/10/14,$125K Sun NFL Spike (Single Entry),$60k,117.32,,17161,29762,Tournament,5,0,https://www.fanduel.com/entry/CFNOSOOMX,
S1548244653,nfl,2018/10/14,$50K Sun NFL Safety (Single Entry),$60k,122,,14670,29761,Tournament,2,0,https://www.fanduel.com/entry/DAJUSTLGX,
S1548244606,nfl,2018/10/14,$35K Sun NFL Squib (Single Entry),$60k,111.56,,23994,36130,Tournament,1,0,https://www.fanduel.com/entry/AIILXBWAH,
S1545021327,nfl,2018/10/07,$35K Sun NFL Spike (Single Entry),$60k,94.40,,7386,8333,Tournament,5,0,https://www.fanduel.com/entry/FFBNBQWMA,
S1545020705,nfl,2018/10/07,,$60k,121.10,,1212,3571,Tournament,5,0,https://www.fanduel.com/entry/BWZBPRUTK,
S1545019120,nfl,2018/10/07,50/50 Contest ($25 - Top 50% Win) (Main),$60k,129,,61,100,Tournament,25,0,https://www.fanduel.com/entry/DHIMUJBTG,
S1545018990,nfl,2018/10/07,NFL 100 player league (Main),$60k,,,0,,Cancelled,10,0,https://www.fanduel.com/entry/DQKWCBIFW, voided
S1545018865,nfl,2018/10/07,50/50 Contest ($25 - Top 50% Win) (Main),$60k,129,,59,100,Tournament,25,0,https://www.fanduel.com/entry/FDLURBUEQ,
S1544946278,cfb,2018/10/06,50/50 Contest ($5 - Top 50% Win) (Main),$60k,98.18,,70,100,Tournament,5,0,https://www.fanduel.com/entry/BRQAXVZTX,
S1544780367,cfb,2018/10/06,$8K Sat CFB Fight Song,$60k,85.54,,2083,2380,Tournament,4,0,https://www.fanduel.com/entry/DJZZXKCLG,
S1544161842,mlb,2018/10/05,$750 Pro Weekly FDP Loyalty Free Play (1 of 4),$35k,46.40,,1714,2837,Tournament,0,0,https://www.fanduel.com/entry/DVFZOZALP,
S1544160372,nfl,2018/10/07,$4_000 Pro Monthly FDP Loyalty Free Play,$60k,139.40,,1229,9765,Tournament,0,0.25,https://www.fanduel.com/entry/ESFVOGXSV,
S1544146669,nfl,2018/10/07,RAFFduel 2018 week 5! ,$60k,121.10,,9,20,Tournament,10,0,https://www.fanduel.com/entry/CYUAFGGRE,
S1543130714,cfb,2018/10/06,$2500 Sat CFB Five Star (Single Entry),$60k,44.04,,592,595,Tournament,5,0,https://www.fanduel.com/entry/BNWSHGXPD,
S1543130487,cfb,2018/10/06,$3K Sat CFB Flea Flicker (Single Entry),$60k,44.04,,1772,1785,Tournament,2,0,https://www.fanduel.com/entry/APVBIXOJL,
S1543128922,cfb,2018/10/06,$10K Sat CFB Fight Song,$60k,65.90,,1961,1984,Tournament,6,0,https://www.fanduel.com/entry/BTTQNFLYR,
S1543128321,cfb,2018/10/06,$2K Sat CFB Helmet Sticker (Single Entry),$60k,65.90,,2343,2380,Tournament,1,0,https://www.fanduel.com/entry/BHZTUSVRH,
S1542059479,cfb,2018/10/06,$2K Sat CFB Flea Flicker (Single Entry),$60k,105.16,,973,1190,Tournament,2,0,https://www.fanduel.com/entry/AJYDMWHIZ,
S1542059423,cfb,2018/10/06,$2K Sat CFB Helmet Sticker (Single Entry),$60k,105.16,,1934,2380,Tournament,1,0,https://www.fanduel.com/entry/AQWWVPGGZ,
S1542058263,cfb,2018/10/06,$8K Sat CFB Fight Song,$60k,111.98,,1121,2380,Tournament,4,0,https://www.fanduel.com/entry/FFPLBFXRH,
S1542057906,cfb,2018/10/06,$8K Sat CFB Fight Song,$60k,88.32,,1986,2380,Tournament,4,0,https://www.fanduel.com/entry/CRHKPVIZT,
S1541937215,cfb,2018/10/06,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,98.18,,2025,2976,Tournament,1,0,https://www.fanduel.com/entry/CJUTORUHJ,
S1541937216,cfb,2018/10/06,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,114.44,,1261,2976,Tournament,1,0,https://www.fanduel.com/entry/CJGWCAIJN,
S1541937218,cfb,2018/10/06,$2500 Sat CFB Helmet Sticker (3 Entries Max),$60k,68.10,,2868,2976,Tournament,1,0,https://www.fanduel.com/entry/CISYPIWLR,
S1541937058,cfb,2018/10/06,$3K Sat CFB Five Star (Single Entry),$60k,95.28,,519,714,Tournament,5,0,https://www.fanduel.com/entry/CVASVBWLJ,
S1541935794,cfb,2018/10/05,$4K Fri CFB Fight Song,$60k,97.66,,653,1430,Tournament,3.33,0,https://www.fanduel.com/entry/CHDGEIPIL,
S1541935671,cfb,2018/10/05,$4K Fri CFB Fight Song,$60k,103.88,,470,1430,Tournament,3.33,0,https://www.fanduel.com/entry/ENYPTTVJR,
S1541935546,cfb,2018/10/05,$4K Fri CFB Fight Song,$60k,75.50,,1266,1430,Tournament,3.33,0,https://www.fanduel.com/entry/DGUPOKWKL,
S1541935312,cfb,2018/10/05,$1K Fri CFB Helmet Sticker (Single Entry),$60k,86.82,,769,1190,Tournament,1,0,https://www.fanduel.com/entry/CXSGHHNSH,
S1541935239,cfb,2018/10/04,$1K Thu CFB Helmet Sticker (Single Entry),$60k,62.08,,1027,1031,Tournament,1,0,https://www.fanduel.com/entry/CELSOYXFZ,
S1541933874,ucl,2018/10/03,$1500 Wed UCL Corner Kick (Single Entry),$60k,100.70,,800,875,Tournament,2,0,https://www.fanduel.com/entry/DYLKNHFXF,
S1541836217,nfl,2018/10/07,Heenan winning is unbearable,$60k,129,,4,15,Tournament,10,0,https://www.fanduel.com/entry/CYGCXLOZH,
S1540923619,ucl,2018/10/03,$1K Wed UCL Equalizer (Single Entry),$60k,100.70,,1070,1190,Tournament,1,0,https://www.fanduel.com/entry/FCJYZFWDJ,
S1540789118,nfl,2018/10/07,$20K Sun NFL Three And Out (3 Entries Max),$60k,127.50,,2871,7936,Tournament,3,0,https://www.fanduel.com/entry/DPWYDMJQN,
S1540789119,nfl,2018/10/07,$20K Sun NFL Three And Out (3 Entries Max),$60k,130.60,,2398,7936,Tournament,3,0,https://www.fanduel.com/entry/DPJAQUXSR,
S1540789120,nfl,2018/10/07,$20K Sun NFL Three And Out (3 Entries Max),$60k,97.90,,7156,7936,Tournament,3,0,https://www.fanduel.com/entry/DOVDEDLUV,
S1540789064,nfl,2018/10/07,$30K Sun NFL Flea Flicker (5 Entries Max),$60k,139.40,,842,5042,Tournament,7,14.00,https://www.fanduel.com/entry/FDLUFPMIZ,
S1540789066,nfl,2018/10/07,$30K Sun NFL Flea Flicker (5 Entries Max),$60k,128.30,,1873,5042,Tournament,7,0,https://www.fanduel.com/entry/FCXWSYALD,
S1540789069,nfl,2018/10/07,$30K Sun NFL Flea Flicker (5 Entries Max),$60k,131.32,,1571,5042,Tournament,7,0,https://www.fanduel.com/entry/FGRFDQFWB,
S1540789072,nfl,2018/10/07,$30K Sun NFL Flea Flicker (5 Entries Max),$60k,132.96,,1406,5042,Tournament,7,0,https://www.fanduel.com/entry/FGDHQYTYF,
S1540789074,nfl,2018/10/07,$30K Sun NFL Flea Flicker (5 Entries Max),$60k,123.20,,2446,5042,Tournament,7,0,https://www.fanduel.com/entry/FFPKEHIAJ,
S1540788948,nfl,2018/10/07,$135K Sun NFL Spike (Single Entry),$60k,129,,8551,32143,Tournament,5,0,https://www.fanduel.com/entry/COPWHNLTP,
S1540788863,nfl,2018/10/07,$55K Sun NFL Safety (Single Entry),$60k,134.14,,5365,32738,Tournament,2,4.00,https://www.fanduel.com/entry/BXMYNWQYR,
S1540788841,nfl,2018/10/07,$35K Sun NFL Squib (Single Entry),$60k,138.40,,4988,41666,Tournament,1,2.00,https://www.fanduel.com/entry/BKDJNKBKZ,
S1540788761,nfl,2018/10/07,$1K NFL Free Play presented by RotoQL,$60k,129,,26813,122187,Tournament,0,0,https://www.fanduel.com/entry/EWNASORAN,
S1540788667,nfl,2018/10/07,$1K NFL Free Play presented by Dash,$60k,129,,23368,107555,Tournament,0,0,https://www.fanduel.com/entry/FAUGUCLVD,
S1540787781,nfl,2018/10/07,$60K Sun NFL Pardon My Take Leaderboard Series (Single Entry),$60k,129,,1966,7058,Tournament,10,0,https://www.fanduel.com/entry/DSANYOZQN,
S1536464032,nfl,2018/09/30,$60K Sun NFL Pardon My Take Leaderboard Series (Single Entry),$60k,135.28,,3543,6689,Tournament,10,0,https://www.fanduel.com/entry/EPAJYLUPV,
S1535594611,nfl,2018/09/30,,$60k,98.26,,3231,3571,Tournament,5,0,https://www.fanduel.com/entry/DXXMXWXTG,
S1535594385,nfl,2018/09/30,RAFFduel Week 4 2018 ,$60k,98.26,,20,20,Tournament,10,0,https://www.fanduel.com/entry/DHIMVBSIA,
S1535324955,cfb,2018/09/29,$3500 Sat CFB Flea Flicker (Single Entry),$60k,83.56,,1574,2010,Tournament,2,0,https://www.fanduel.com/entry/AKMATUPEI,
S1535323943,cfb,2018/09/29,$10K Sat CFB Fight Song,$60k,49.58,,1981,1984,Tournament,6,0,https://www.fanduel.com/entry/AUCHOEHOU,
S1535323868,cfb,2018/09/29,$2K Sat CFB Helmet Sticker (Single Entry),$60k,49.58,,2372,2380,Tournament,1,0,https://www.fanduel.com/entry/AYXKYFKVK,
S1534726424,cfb,2018/09/29,$7K Sat CFB Fight Song,$60k,94.22,,1162,2083,Tournament,4,0,https://www.fanduel.com/entry/BCQTNBTSN,
S1534726377,cfb,2018/09/29,$7K Sat CFB Fight Song,$60k,97.62,,1043,2083,Tournament,4,0,https://www.fanduel.com/entry/BHLWXCWZD,
S1534726273,cfb,2018/09/29,$7K Sat CFB Fight Song,$60k,106.22,,831,1388,Tournament,6,0,https://www.fanduel.com/entry/EWNBRYQOJ,
S1534726220,cfb,2018/09/29,$1K Sat CFB Flea Flicker (Single Entry),$60k,106.22,,349,595,Tournament,2,0,https://www.fanduel.com/entry/DOHGNKMSB,
S1534726143,cfb,2018/09/29,$2K Sat CFB Helmet Sticker (Single Entry),$60k,106.22,,1288,2380,Tournament,1,0,https://www.fanduel.com/entry/EPOIJNDNP,
S1534420309,cfb,2018/09/29,$7K Sat CFB Fight Song,$60k,67.32,,1941,2083,Tournament,4,0,https://www.fanduel.com/entry/CQTMLCBOS,
S1534114114,cfb,2018/09/29,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,103.78,,1804,3968,Tournament,3,0,https://www.fanduel.com/entry/AIIJXEBKX,
S1534114110,cfb,2018/09/29,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,70.40,,3452,3968,Tournament,3,0,https://www.fanduel.com/entry/AFCYZDHXV,
S1534114112,cfb,2018/09/29,$10K Sat CFB Fight Song ($1_000 to 1st),$60k,50.52,,3882,3968,Tournament,3,0,https://www.fanduel.com/entry/AEPBMLVZZ,
S1534114026,cfb,2018/09/29,$3K Sat CFB Five Star (Single Entry),$60k,79.12,,567,714,Tournament,5,0,https://www.fanduel.com/entry/CXSFHTUZN,
S1534113887,cfb,2018/09/29,$3500 Sat CFB Helmet Sticker (Single Entry),$60k,95.32,,1929,3923,Tournament,1,0,https://www.fanduel.com/entry/DOHFLAFGP,
S1533937760,nfl,2018/09/30,,$60k,135.28,,8,15,Tournament,10,0,https://www.fanduel.com/entry/AQWWWAKXL,
S1533774280,epl,2018/09/29,$1K Sat EPL Corner Kick (Single Entry),$60k,118.10,,400,595,Tournament,2,0,https://www.fanduel.com/entry/EREAEIBRW,
S1533773861,cfb,2018/09/28,$1500 Fri CFB Helmet Sticker (Single Entry),$60k,97.32,,1121,1785,Tournament,1,0,https://www.fanduel.com/entry/DBLOABQPG,
S1532671298,nfl,2018/09/30,NFL tournament,$60k,,,0,,Cancelled,7,0,https://www.fanduel.com/entry/CYUAMVWNT, voided
S1532671299,nfl,2018/09/30,NFL tournament,$60k,,,0,,Cancelled,7,0,https://www.fanduel.com/entry/CYGDAEKPX, voided
S1532671300,nfl,2018/09/30,NFL tournament,$60k,,,0,,Cancelled,7,0,https://www.fanduel.com/entry/CXSFNMYSB, voided
S1532671293,nfl,2018/09/30,NFL tournament,$60k,,,0,,Cancelled,7,0,https://www.fanduel.com/entry/CVOPOVDAR, voided
S1532671296,nfl,2018/09/30,NFL tournament,$60k,,,0,,Cancelled,7,0,https://www.fanduel.com/entry/CVASCDRCV, voided
